PD	SR	MNTD	MPD
ZB_1	0	0	NA	NA
ZB_2	0	0	NA	NA
ZB_3	0.0862	2	0.0862	0.0119774471555467
ZB_4	0.0862	2	0.0862	0.0409716049382716
ZB_5	0	0	NA	NA
ZB_6	0.28139	3	0.176226666666667	0.120772126200274
ZB_7	0.0862	2	0.0862	0.0266518254051073
ZB_8	0.0862	2	0.0862	0.0270753123140988
ZB_9	0	0	NA	NA
ZB_10	0	0	NA	NA
ZB_11	0	0	NA	NA
ZB_12	0.19519	1	Inf	0
ZB_13	0.19519	1	Inf	0
ZB_14	0.0862	2	0.0862	0.0196994459833795
ZB_15	0.0862	2	0.0862	0.0383111111111111
ZB_16	0	0	NA	NA
ZB_17	0.04293	1	Inf	0
ZB_18	0.0862	2	0.0862	0.032325
ZB_19	0.28139	3	0.0923535192004208	0.0396346184197746
ZB_20	0	0	NA	NA
ZB_21	0	0	NA	NA
ZB_22	0	0	NA	NA
ZB_23	0	0	NA	NA
ZB_24	0.0862	2	0.0862	0.00560016947955653
ZB_25	0.04327	1	Inf	0
ZB_26	0.23846	2	0.23846	0.0662388888888889
ZB_27	0	0	NA	NA
ZB_28	0.04293	1	Inf	0
ZB_29	0.0862	2	0.0862	0.04040625
ZB_30	0.28139	3	0.143824827586207	0.118825208085612
ZB_31	0	0	NA	NA
ZB_32	0.28139	3	0.0890664150943396	0.0232504236383054
ZB_33	0.04327	1	Inf	0
ZB_34	0.28139	3	0.149063448275862	0.126219262782402
ZB_35	0	0	NA	NA
ZB_36	0.0862	2	0.0862	0.00326628948457517
ZB_37	0.0862	2	0.0862	0.0425679012345679
ZB_38	0.28139	3	0.0867464748201439	0.00513919523374106
ZB_39	0	0	NA	NA
ZB_40	0	0	NA	NA
ZB_41	0.0862	2	0.0862	0.000390674579027667
ZB_42	0	0	NA	NA
ZB_43	0.0862	2	0.0862	0.0180804988662132
ZB_44	0	0	NA	NA
ZB_45	0.0862	2	0.0862	0.01885625
ZB_46	0.0862	2	0.0862	0.0118729627267574
ZB_47	0	0	NA	NA
ZB_48	0.04327	1	Inf	0
ZB_49	0.0862	2	0.0862	0.00265166015625
ZB_50	0	0	NA	NA
ZB_51	0.0862	2	0.0862	0.00711762477775774
ZB_52	0.0862	2	0.0862	0.0178802015091933
ZB_53	0	0	NA	NA
ZB_54	0.0862	2	0.0862	0.000407884141292631
ZB_55	0.28139	3	0.153175483870968	0.125901565498902
ZB_56	0	0	NA	NA
ZB_57	0.0862	2	0.0862	0.00310127189495902
ZB_58	0	0	NA	NA
ZB_59	0.28139	3	0.0866908562197092	0.00612530022627564
ZB_60	0	0	NA	NA
ZB_61	0	0	NA	NA
ZB_62	0.04327	1	Inf	0
ZB_63	0	0	NA	NA
ZB_64	0	0	NA	NA
