ZB_1	ZB_2	ZB_4	ZB_5	ZB_9	ZB_11	ZB_14	ZB_16	ZB_17	ZB_18	ZB_19	ZB_20	ZB_21	ZB_22	ZB_25	ZB_28	ZB_29	ZB_30	ZB_31	ZB_35	ZB_36	ZB_37	ZB_39	ZB_40	ZB_42	ZB_45	ZB_47	ZB_48	ZB_49	ZB_50	ZB_51	ZB_53	ZB_54	ZB_55	ZB_56	ZB_58	ZB_60	ZB_61
ZB_19	0.840417000801925	0.813695840943797	0.813695840943797	0	0.646577676796365	0.813695840943797	0.769384729429207	0.668884040232026	0.779322574924632	0.740674363355979	0	0.813695840943797	0.160097192224622	0.668884040232026	1	0.574651353568499	0.548934319269248	1	0	0.813695840943797	1	0.79425283555438	0.801506292736102	0.7391523078858	0.867530835620515	0.80677213968744	0.69988423692842	0.649563503238524	0.740674363355979	0.813695840943797	1	0.69170548013081	0.237780227857405	1	0.79425283555438	0	0.701954397394137	0.813695840943797
ZB_20	0.753331137527323	0	0	0.813695840943797	0.472856843429051	0	0.192143006856903	0.437344671677097	0.155762493637153	0.281582178039944	0.813695840943797	0	0.778183669191844	0.437344671677097	0.773273048477408	0.561996586519747	0.586968889421206	0.863640446746714	0.813695840943797	0	0.690181752852053	0.0944995059436476	0.462047489295446	0.285774171332754	0.160852771206995	0.445578944216546	0.379225678953199	0.468365422043896	0.281582178039944	0	0.601042009761356	0.395694224032099	0.7555768482199	0.659161002485253	0.0944995059436476	0.813695840943797	0.374913914423451	0
ZB_21	0.854276508494435	0.778183669191844	0.778183669191844	0.160097192224622	0.668884040232026	0.778183669191844	0.725426241660489	0.605768719067639	0.737258379145239	0.691243279289793	0.160097192224622	0.778183669191844	0	0.605768719067639	1	0.606551157202479	0.584646194926569	1	0.160097192224622	0.778183669191844	1	0.755034555735591	0.742741056386879	0.751507648069012	0.828312555801726	0.749565888481574	0.642677985722555	0.582765418192059	0.691243279289793	0.778183669191844	1	0.632940243781588	0.334474275323564	1	0.755034555735591	0.160097192224622	0.717976611367963	0.778183669191844
ZB_22	0.920523982587164	0.437344671677097	0.437344671677097	0.668884040232026	0.0631153211643872	0.437344671677097	0.303521126760563	0	0.333534314594786	0.216813237194182	0.668884040232026	0.437344671677097	0.605768719067639	0	0.597041136714385	0.221542227662179	0.265925176946411	0.941365862506802	0.668884040232026	0.437344671677097	0.594539841790469	0.378625045468073	0.468011503355145	0.296896840928152	0.451903045534209	0.200511286899479	0.0936233841404592	0.237217827513023	0.216813237194182	0.437344671677097	0.450945398417905	0.375651231609219	0.69988423692842	0.394231280932361	0.378625045468073	0.668884040232026	0.415791365469867	0.437344671677097
ZB_25	1	0.773273048477408	0.773273048477408	1	0.569894916216984	0.773273048477408	0.71934766493699	0.597041136714385	0.731441744990247	0.684407952319426	1	0.773273048477408	1	0.597041136714385	0	0.738994603805737	0.451065680730752	0.880642481307117	1	0.773273048477408	0.655133593515461	0.749611454647664	0.578537237003228	0.682555653376934	0.729812667261374	0.591056383668179	0.634767509164576	0.778361952537141	0.684407952319426	0.773273048477408	0.431702191534074	0.624814190863145	1	0.334797505051392	0.749611454647664	1	0.807361757430931	0.773273048477408
ZB_28	0.904675225138916	0.561996586519747	0.561996586519747	0.574651353568499	0.169099687588753	0.561996586519747	0.457820607857672	0.221542227662179	0.481184607199858	0.390322177301713	0.574651353568499	0.561996586519747	0.606551157202479	0.221542227662179	0.738994603805737	0	0.385572280602102	0.927720945832635	0.574651353568499	0.561996586519747	0.492667028788702	0.516285837108561	0.641520443462677	0.38674380581059	0.589563837174697	0.401311981477909	0.294424078718889	0.176119402985075	0.390322177301713	0.561996586519747	0.569937583137215	0.549160171716751	0.624479449574507	0.522522010792388	0.516285837108561	0.574651353568499	0.299291051925656	0.561996586519747
ZB_29	0.900708512124539	0.586968889421206	0.586968889421206	0.548934319269248	0.216472593013348	0.586968889421206	0.488732394366197	0.265925176946411	0.510764319914879	0.425082315675405	0.548934319269248	0.586968889421206	0.584646194926569	0.265925176946411	0.451065680730752	0.385572280602102	0	0.924186455584872	0.548934319269248	0.586968889421206	0.764913537296634	0.543864290202044	0.426320483599247	0.421707961262734	0.617142290268179	0.441539648852016	0.334651746092996	0.47824618946556	0.425082315675405	0.586968889421206	0.612606159828098	0.316519670993955	0.604575786463298	0.569894916216984	0.543864290202044	0.548934319269248	0.546514065316732	0.586968889421206
ZB_30	1	0.863640446746714	0.863640446746714	1	0.93803316399885	0.863640446746714	0.957243477398234	0.941365862506802	0.95889496439471	0.810194640103364	1	0.863640446746714	1	0.941365862506802	0.880642481307117	0.927720945832635	0.924186455584872	0	1	0.863640446746714	0.904982363315697	0.849409741741344	0.746521206723812	0.95231245850852	0.83750223015165	0.940625430500069	0.94610928187388	0.938475447278264	0.810194640103364	0.863640446746714	0.922037986132047	0.774353384203746	1	0.911704452335427	0.849409741741344	1	0.946430790901935	0.863640446746714
ZB_31	0.840417000801925	0.813695840943797	0.813695840943797	0	0.646577676796365	0.813695840943797	0.769384729429207	0.668884040232026	0.779322574924632	0.740674363355979	0	0.813695840943797	0.160097192224622	0.668884040232026	1	0.574651353568499	0.548934319269248	1	0	0.813695840943797	1	0.79425283555438	0.801506292736102	0.7391523078858	0.867530835620515	0.80677213968744	0.69988423692842	0.649563503238524	0.740674363355979	0.813695840943797	1	0.69170548013081	0.237780227857405	1	0.79425283555438	0	0.701954397394137	0.813695840943797
ZB_35	0.753331137527323	0	0	0.813695840943797	0.472856843429051	0	0.192143006856903	0.437344671677097	0.155762493637153	0.281582178039944	0.813695840943797	0	0.778183669191844	0.437344671677097	0.773273048477408	0.561996586519747	0.586968889421206	0.863640446746714	0.813695840943797	0	0.690181752852053	0.0944995059436476	0.462047489295446	0.285774171332754	0.160852771206995	0.445578944216546	0.379225678953199	0.468365422043896	0.281582178039944	0	0.601042009761356	0.395694224032099	0.7555768482199	0.659161002485253	0.0944995059436476	0.813695840943797	0.374913914423451	0
