ZB_1	ZB_2	ZB_3	ZB_4	ZB_6	ZB_7	ZB_8	ZB_9	ZB_10	ZB_11	ZB_12	ZB_13	ZB_14	ZB_15	ZB_16	ZB_17	ZB_18	ZB_19	ZB_20	ZB_21	ZB_22	ZB_23	ZB_24	ZB_25	ZB_26	ZB_27	ZB_28	ZB_29	ZB_30	ZB_31	ZB_32	ZB_33	ZB_34	ZB_36	ZB_37	ZB_38	ZB_39	ZB_41	ZB_43	ZB_44	ZB_45	ZB_46	ZB_47	ZB_48	ZB_49	ZB_51	ZB_52	ZB_53	ZB_54	ZB_55	ZB_56	ZB_57	ZB_58	ZB_59	ZB_60	ZB_61	ZB_62
ZB_12	0.410243535023851	0.887725163755459	0.958648679212093	0.947317869663353	0.61578922150588	0.959966912793315	0.695410168891069	0.952903434799419	0.324419071900678	0.90080975727375	0	0.292966798271825	0.763702286445175	0.493904164638495	0.994497857725398	0.641721289791599	0.943729161323416	0.728132993290815	1	0.324419071900678	0.593378808549341	0.718271696060912	0.96013904701921	0.675867830211136	0.597675326123314	0.269918333226159	0.486451405401059	0.909883349458734	0.717624365164451	0.99397431220359	0.747089918213642	0.696455159534645	0.624626155342533	0.959966912793315	0.735832333772549	0.730581998730727	0.466294213849992	0.758742840234185	0.962280225867826	0.380509637101803	0.743249296502613	0.961652593392423	0.403057613992923	0	0.959966912793315	0.957460467921927	0.882374169271879	0.466196612544752	0.667646042966681	0.696600635646661	0.324419071900678	0.72427849900285	0.391899569067051	0.766487357972997	1	0.99434808259587	0.920074800854867
ZB_13	0.420212333074391	0.916216904276986	0.833401044567953	0.817051898213477	0.519855411352659	0.838712031822108	0.586675774192931	0.872107841012526	0.522341853379444	0.886333477225127	0.292966798271825	0	0.674754355295678	0.52096683428032	0.849450883191442	0.609053871116091	0.838598971514291	0.615481980132375	1	0.522341853379444	0.570428262704972	0.740480525341176	0.86337827685738	0.541560185580253	0.590719729212774	0.390336855566025	0.416143348387918	0.889231867780398	0.600618989114869	0.944727768653778	0.657847684396323	0.570678095846968	0.469085972568254	0.838712031822108	0.663775247405394	0.618945757270318	0.551309374628408	0.632333608099254	0.848032061616988	0.561999745280339	0.648111915476423	0.845503414096061	0.57339287588622	0.292966798271825	0.838712031822108	0.828613899780258	0.761119288300672	0.597858810138485	0.529931612516982	0.570883851547917	0.522341853379444	0.610030334752012	0.570052805345194	0.652239193722158	1	0.956258838887479	0.885959287254073
ZB_14	0.576030188993943	0.84554343205328	0.502388975729424	0.406413190817982	0.5564947372333	0.420943602847235	0.395138496325608	0.895295973548947	0.730331927932492	0.799931245778249	0.763702286445175	0.674754355295678	0	0.623608114207282	0.935540289572853	0.446402083451282	0.430317876332574	0.390707346199196	0.99416969104927	0.730331927932492	0.489993260830587	0.845684126066138	0.423743898285844	0.379342620075553	0.553701803627606	0.644377113105847	0.669713852977768	0.707792087349528	0.367156014993466	0.951756202818086	0.351037194559242	0.319712812402736	0.530528885069924	0.420943602847235	0.281278843921471	0.396195915929369	0.680394340284922	0.269690114643584	0.458326397336577	0.723582765037931	0.168880286414886	0.448237181577471	0.706728658781632	0.763702286445175	0.420943602847235	0.487246760357729	0.447804965126806	0.697527363466228	0.339035210773655	0.413305539011316	0.730331927932492	0.382068875933157	0.759706615034773	0.354837294274386	0.976882794096735	0.939243517467792	0.621419429829171
ZB_15	0.631865994522288	0.871185334985974	0.876747531921741	0.837176297000237	0.701328877633606	0.881169008943238	0.489792155548106	0.925418771603297	0.311400671533746	0.866749055797461	0.493904164638495	0.52096683428032	0.623608114207282	0	0.971080402688187	0.60788827747742	0.824026649729043	0.770667189036266	0.984510003613785	0.311400671533746	0.281630549429476	0.862890308477962	0.881743671245317	0.726579026557019	0.754772134775555	0.488680403861447	0.37421392135165	0.799244947812569	0.761802659070812	0.96779284018155	0.755735665850821	0.743945422579641	0.736589139548812	0.881169008943238	0.570616448018056	0.77273304214731	0.345157737170616	0.725117285037635	0.888840514757667	0.265613193600315	0.584929330669739	0.886770057521489	0.297088233444437	0.493904164638495	0.881169008943238	0.872730649125979	0.876496614686269	0.468356838775656	0.719643556149117	0.74406813863151	0.311400671533746	0.767415738922467	0.386409142716323	0.757165992548804	0.979516740366393	0.970151124730134	0.826203979621263
ZB_16	0.90762353468101	0.988181010659297	0.912916588746649	0.917342951608055	0.944279635700518	0.91663095076631	0.913481550797825	0.671787495792147	0.992473760291622	0.899020551672178	0.994497857725398	0.849450883191442	0.935540289572853	0.971080402688187	0	0.941073333719286	0.908956630249319	0.942111151711953	1	0.992473760291622	0.948135567713988	0.931414356787491	0.917109876476617	0.930982290829228	0.974594833668559	0.951653306613226	0.742147123968051	0.933048263173137	0.939873541541134	0.669537754809073	0.938342093648437	0.935365966503192	0.920071362068876	0.91663095076631	0.926752810370026	0.942632620300892	0.927823485415108	0.930613313827217	0.922953121082978	0.991962547822001	0.929119495608383	0.921261900126047	0.992314110586952	0.994497857725398	0.91663095076631	0.909496213058176	0.924472011835192	0.994215814133217	0.929231619424808	0.935396942842249	0.992473760291622	0.941290411314786	0.991850137816041	0.9387031408308	1	0.795568172188797	0.918765174185534
ZB_17	0.623863350299934	0.833123824147269	0.742223014916673	0.691153886378273	0.593423670106953	0.731052044657315	0.59702097293113	0.913911680933672	0.567271081289773	0.77150326154653	0.641721289791599	0.609053871116091	0.446402083451282	0.60788827747742	0.941073333719286	0	0.683283773540901	0.575558376686243	0.991630499418661	0.567271081289773	0.596052025782689	0.792679597650863	0.721366399409718	0.648023384739442	0.565726857967911	0.562854519703645	0.575281400676519	0.657660833438248	0.559152196198421	0.949833942067138	0.547923604702484	0.590377923932501	0.581305219669019	0.731052044657315	0.30936308187049	0.579381789674096	0.545391157633772	0.586297057852918	0.690399566992401	0.603198693541373	0.426019773376951	0.684732684181518	0.612572250578438	0.641721289791599	0.731052044657315	0.793137334489786	0.736331294719591	0.534274259000747	0.553349767090962	0.526329729093447	0.567271081289773	0.569540699762365	0.610494270930408	0.550570806308786	1	0.913480068095991	0.617183524173028
ZB_18	0.809011760464056	0.86442549988546	0.483606814873766	0.211414459115578	0.692453051490232	0.386089787060898	0.429132262118735	0.788065543376565	0.935063995474935	0.815382797731569	0.943729161323416	0.838598971514291	0.430317876332574	0.824026649729043	0.908956630249319	0.683283773540901	0	0.573720037520201	0.991666593023975	0.935063995474935	0.717247347923578	0.843246749772618	0.38961648416851	0.584170939017809	0.804597090552468	0.855269334087374	0.868189680023061	0.582339893424297	0.572164848653819	0.931043929338365	0.545965573967821	0.524050068558258	0.707378596399157	0.386089787060898	0.477630746079708	0.577560010452832	0.890385396068777	0.489052643936623	0.432644773126097	0.933287835993351	0.354894263644422	0.42019101687794	0.91486817033123	0.943729161323416	0.386089787060898	0.464923369049234	0.443829529983633	0.899271785644816	0.478878168965438	0.564729404837839	0.935063995474935	0.567676296867956	0.932915228440192	0.548624241118796	0.966957997154446	0.938194023823945	0.458885285306516
ZB_19	0.580124087893708	0.903411852013697	0.335248269964627	0.528695796305993	0.356159316489757	0.33184857711893	0.550511005548921	0.894389675163963	0.816331835287824	0.85971362593565	0.728132993290815	0.615481980132375	0.390707346199196	0.770667189036266	0.942111151711953	0.575558376686243	0.573720037520201	0	0.996447635586931	0.816331835287824	0.689256640435174	0.77469797368312	0.327898705257966	0.189697695722641	0.386828067147048	0.663757218683252	0.775496596435581	0.8219598654396	0.0675854600209918	0.970605408785604	0.091128921592262	0.133691108894073	0.340123226220567	0.33184857711893	0.465902198849531	0.0659249400731814	0.787882783275634	0.165706686958716	0.275752979093495	0.831581009353681	0.447484903393017	0.29164147773422	0.82131192622534	0.728132993290815	0.33184857711893	0.385741148021912	0.26087698281713	0.744124283782307	0.181995577438154	0.146685519237355	0.816331835287824	0.0447095824262227	0.834677556063694	0.085684403383909	0.98591485626674	0.950801824777648	0.769333639723194
ZB_20	1	1	0.994656103545786	0.992462693128502	1	0.99488403634884	0.992096882333222	1	1	1	1	1	0.99416969104927	0.984510003613785	1	0.991630499418661	0.991666593023975	0.996447635586931	0	1	1	1	0.994913425751119	0.995764710109453	0.99474300367934	1	1	0.980047395370488	0.996310324049801	1	0.996216346346748	0.996033715521085	1	0.99488403634884	0.993348850331499	0.996479635644156	1	0.9957420677386	0.995271997994485	1	0.99357055683205	0.995168215775289	1	1	0.99488403634884	0.994446211291329	0.995365205125307	1	0.995657279697898	0.996035616392285	1	0.996397270636418	1	0.996238502102131	1	1	0.984599555787823
ZB_21	0.612941207026414	0.846984796119213	0.954152851689839	0.939796577923583	0.740434525679179	0.955767714418838	0.637604565203294	0.937648718941951	0	0.870302011218685	0.324419071900678	0.522341853379444	0.730331927932492	0.311400671533746	0.992473760291622	0.567271081289773	0.935063995474935	0.816331835287824	1	0	0.483365496839502	0.865295371880095	0.955977759248773	0.781022487907192	0.728197123425131	0.52084539043577	0.297530010684432	0.885390910673864	0.809232406545164	0.991458630527817	0.804373470288488	0.794930894958655	0.746404589642097	0.955767714418838	0.693419645061305	0.81798633665584	0.259261713831268	0.801753304628919	0.958574767237437	0.0830256788908032	0.70336458395536	0.95781652559934	0.131579969698147	0.324419071900678	0.955767714418838	0.952687646458402	0.94614944281721	0.282197750426948	0.775468005249948	0.795029175845427	0	0.813727812459407	0.0998851423414554	0.805518990977192	1	0.992190684252572	0.901383409079558
ZB_22	0.661449059312325	0.899517586712262	0.774470179556835	0.737794423434707	0.652244796210894	0.782560686256616	0.370510625928558	0.905009114686534	0.483365496839502	0.853258371006053	0.593378808549341	0.570428262704972	0.489993260830587	0.281630549429476	0.948135567713988	0.596052025782689	0.717247347923578	0.689256640435174	1	0.483365496839502	0	0.852082509821637	0.783612214780338	0.629517679977364	0.737213922671116	0.476609898882384	0.472713396609732	0.829247385564889	0.677245302803841	0.943545461991178	0.669024595754925	0.653048949754789	0.687425950697497	0.782560686256616	0.522436636513971	0.692055847985963	0.434167033314155	0.627537036786187	0.796598160360245	0.458012583495981	0.437583947528108	0.792809596480015	0.475350583817403	0.593378808549341	0.782560686256616	0.767120007428077	0.784644743944475	0.577049335414597	0.620120196182274	0.653215228614189	0.483365496839502	0.684850962383379	0.539642002842715	0.670962672219164	0.984728779833041	0.933866684519426	0.785853073361944
ZB_23	0.675275554008586	0.723666128935891	0.792064376607242	0.851227860919048	0.681596277623684	0.800099281926266	0.87603845091986	0.887922521838207	0.865295371880095	0.550397323295692	0.718271696060912	0.740480525341176	0.845684126066138	0.862890308477962	0.931414356787491	0.792679597650863	0.843246749772618	0.77469797368312	1	0.865295371880095	0.852082509821637	0	0.801140197334324	0.762899375889631	0.692082656649004	0.66850670811226	0.831320348438876	0.769988971601875	0.782645951944418	0.923151658012933	0.760028888978052	0.777607979427013	0.688919634451443	0.800099281926266	0.827772285863813	0.77672751707918	0.732745448989392	0.84290527337724	0.813931358824444	0.859344305234208	0.845129427030897	0.810211757239783	0.863408016618267	0.718271696060912	0.800099281926266	0.784724501137988	0.706046859103219	0.708094385613577	0.783784258531423	0.766697739937439	0.865295371880095	0.771503671498323	0.858071052573618	0.813712530468469	1	0.866502815543042	0.777633027337636
ZB_24	0.781598108669419	0.861696963158746	0.18574580095262	0.371048296557441	0.601711393429418	0.0603995509249058	0.616369621977523	0.848778251254113	0.955977759248773	0.799126166459895	0.96013904701921	0.86337827685738	0.423743898285844	0.881743671245317	0.917109876476617	0.721366399409718	0.38961648416851	0.327898705257966	0.994913425751119	0.955977759248773	0.783612214780338	0.801140197334324	0	0.386607884227591	0.633395400068186	0.872721004112659	0.887564990350778	0.745067155725767	0.315282755037326	0.957910351151626	0.256148938731292	0.326898896840773	0.585144445651645	0.0603995509249058	0.571690510388063	0.307910553626759	0.902495175388807	0.344061995058955	0.070493858109802	0.9551685775911	0.492182994664548	0.0919729255452494	0.942790328073561	0.96013904701921	0.0603995509249058	0.136632146641905	0.146121573301549	0.87051049390698	0.408386382507611	0.465082882144528	0.955977759248773	0.29171792501127	0.95500061530608	0.260504670958683	0.979831706133017	0.929553913371811	0.669712497977237
ZB_25	0.499404903594382	0.887690784551771	0.357080817186773	0.537294850980425	0.423139124388736	0.349783676167074	0.46409884439015	0.874086583158547	0.781022487907192	0.835724813303289	0.675867830211136	0.541560185580253	0.379342620075553	0.726579026557019	0.930982290829228	0.648023384739442	0.584170939017809	0.189697695722641	0.995764710109453	0.781022487907192	0.629517679977364	0.762899375889631	0.386607884227591	0	0.472240378184471	0.599116113414147	0.732336864987222	0.86200165272531	0.172919547958708	0.964954435826151	0.197172067576964	0.0635152300276757	0.404540525575064	0.349783676167074	0.530660215704062	0.168802030835853	0.747104238433796	0.191958051922145	0.387356444797628	0.799203244510516	0.442888221802482	0.377162455041909	0.786959978082487	0.675867830211136	0.349783676167074	0.309074066095049	0.272190932645638	0.727180740623932	0.14575182137075	0.306833389708369	0.781022487907192	0.149354717932652	0.80289508787216	0.191563576902799	0.983207053127512	0.941343705227417	0.803102232865623
ZB_26	0.504553097185872	0.860683523200889	0.709558916856752	0.753970429964521	0.335266064029449	0.637385404451571	0.764896089182193	0.933505756287182	0.728197123425131	0.819168479179272	0.597675326123314	0.590719729212774	0.553701803627606	0.754772134775555	0.974594833668559	0.565726857967911	0.804597090552468	0.386828067147048	0.99474300367934	0.728197123425131	0.737213922671116	0.692082656649004	0.633395400068186	0.472240378184471	0	0.572828067640293	0.741715019850254	0.814299017504944	0.386564534376913	0.973541056602946	0.445674208440162	0.418281372050872	0.291362077367981	0.637385404451571	0.618316045792266	0.378077482384598	0.711221203322452	0.480032003397517	0.626198083067093	0.750763741777233	0.655711953295072	0.641733725471708	0.754494634992806	0.597675326123314	0.637385404451571	0.691825548766096	0.565692705972269	0.645466246747912	0.493171247035934	0.370265055346806	0.728197123425131	0.40028576298354	0.755346192440629	0.440350603619906	1	0.927193667075482	0.788166324187115
ZB_27	0.434955165692008	0.905993810997382	0.867880073792877	0.872910718886208	0.556947193000729	0.872162194473416	0.59212560158217	0.91836038362228	0.52084539043577	0.834356167413059	0.269918333226159	0.390336855566025	0.644377113105847	0.488680403861447	0.951653306613226	0.562854519703645	0.855269334087374	0.663757218683252	1	0.52084539043577	0.476609898882384	0.66850670811226	0.872721004112659	0.599116113414147	0.572828067640293	0	0.508476953907816	0.88005644016768	0.650760237579134	0.947688538097923	0.68047185036761	0.624578345685036	0.619087328254759	0.872162194473416	0.601405628567797	0.666786127599209	0.430639857689612	0.663637497473303	0.879665344705818	0.499114925272805	0.6128632071589	0.877631070106624	0.513958949382501	0.269918333226159	0.872162194473416	0.86401627770323	0.793274601872426	0.602503689741629	0.588947477491998	0.624758269292212	0.52084539043577	0.658990013218922	0.573039247208111	0.701198872189069	0.985856052344602	0.891534678135766	0.83741231729551
ZB_28	0.526670743576713	0.868994068707456	0.882814792378537	0.877761440688264	0.714493529164221	0.887018616535864	0.5566867265775	0.79756579489009	0.297530010684432	0.827892564484307	0.486451405401059	0.416143348387918	0.669713852977768	0.37421392135165	0.742147123968051	0.575281400676519	0.868189680023061	0.775496596435581	1	0.297530010684432	0.472713396609732	0.831320348438876	0.887564990350778	0.732336864987222	0.741715019850254	0.508476953907816	0	0.857549126520837	0.766818740267159	0.906641360067484	0.760879508887373	0.749337550577488	0.690022313649816	0.887018616535864	0.624687546953327	0.77751894575727	0.266207928197457	0.730905905566919	0.894312482660008	0.24981542385395	0.636814243511708	0.892343946330668	0.282628927184622	0.486451405401059	0.887018616535864	0.878995645778458	0.881945418457079	0.460126551707482	0.725547445255474	0.749457682412094	0.297530010684432	0.772313617018025	0.374049399786311	0.762279715035621	1	0.92886733204582	0.856650801010608
ZB_29	0.855644236800554	0.705828052049493	0.8286281244437	0.622239451367186	0.838535491265513	0.743594195035942	0.825564015792442	0.881821826875956	0.885390910673864	0.689485111662531	0.909883349458734	0.889231867780398	0.707792087349528	0.799244947812569	0.933048263173137	0.657660833438248	0.582339893424297	0.8219598654396	0.980047395370488	0.885390910673864	0.829247385564889	0.769988971601875	0.745067155725767	0.86200165272531	0.814299017504944	0.88005644016768	0.857549126520837	0	0.815077980107834	0.923144617189792	0.810367933234362	0.801214700909343	0.81489196423712	0.743594195035942	0.678684010036975	0.823563668943891	0.852359107328857	0.786597672811996	0.763038355477563	0.879739819969061	0.677764217387451	0.75783691831569	0.883604682692194	0.909883349458734	0.743594195035942	0.822427777024278	0.767709782218705	0.831962683161791	0.782348200511179	0.801309970235593	0.885390910673864	0.819435636074668	0.878523531221163	0.811478352439988	0.920887816850747	0.930309263725351	0.228148680428534
ZB_30	0.563894388405888	0.899678376073058	0.349388338312715	0.510478210174585	0.391984856012446	0.31935158512451	0.54830802829827	0.890307459953517	0.809232406545164	0.869755862202065	0.717624365164451	0.600618989114869	0.367156014993466	0.761802659070812	0.939873541541134	0.559152196198421	0.572164848653819	0.0675854600209918	0.996310324049801	0.809232406545164	0.677245302803841	0.782645951944418	0.315282755037326	0.172919547958708	0.386564534376913	0.650760237579134	0.766818740267159	0.815077980107834	0	0.96946920313955	0.0713821796703675	0.115226211670856	0.360064010077559	0.31935158512451	0.445257416522549	0.0458879307126591	0.796155553411174	0.230728148678369	0.261566556891032	0.825071015502117	0.442406359753571	0.277933569185393	0.814404995735157	0.717624365164451	0.31935158512451	0.374867237703728	0.246242540478174	0.734233775990109	0.19396284948003	0.187566114245416	0.809232406545164	0.0235648300260558	0.828287254771537	0.0657736889962024	0.985370415293961	0.948900140074654	0.760417563327047
