ZB_2	ZB_3	ZB_4	ZB_5	ZB_6	ZB_7	ZB_8	ZB_10	ZB_11	ZB_12	ZB_13	ZB_14	ZB_15	ZB_16	ZB_17	ZB_18	ZB_19	ZB_20	ZB_21	ZB_22	ZB_23	ZB_24	ZB_25	ZB_26	ZB_27	ZB_28	ZB_29	ZB_30	ZB_31	ZB_32	ZB_33	ZB_34	ZB_35	ZB_36	ZB_37	ZB_38	ZB_40	ZB_41	ZB_42	ZB_43	ZB_44	ZB_45	ZB_46	ZB_47	ZB_48	ZB_49	ZB_50	ZB_51	ZB_52	ZB_53	ZB_54	ZB_55	ZB_57	ZB_58	ZB_59	ZB_60	ZB_61	ZB_62	ZB_63	ZB_64
ZB_2	0	0.115883796963926	0	0.11948103693005	0.115883796963926	0.115883796963926	0	0.221518917669334	0.11948103693005	0.11948103693005	1	0	0	0.11948103693005	0.11948103693005	0	0.894364879294592	0.11948103693005	0.11948103693005	0	0.11948103693005	0.115883796963926	0.115883796963926	0.894364879294592	0.894364879294592	0	0	0.894364879294592	0.11948103693005	0.115883796963926	0.115883796963926	0.894364879294592	0.11948103693005	0.115883796963926	0.115883796963926	0.894364879294592	0.11948103693005	0.115883796963926	0.11948103693005	0.894364879294592	0.11948103693005	0	0.115883796963926	0.115883796963926	0.115883796963926	0.115883796963926	0.11948103693005	0.115883796963926	0.115883796963926	0.11948103693005	0.115883796963926	0.115883796963926	0.115883796963926	0.115883796963926	0.894364879294592	0.11948103693005	0.11948103693005	0	0.11948103693005	0.11948103693005
ZB_3	0.115883796963926	0	0.115883796963926	0.221518917669334	0	0	0.115883796963926	0.105635120705408	0.221518917669334	0.221518917669334	0.884116203036074	0.115883796963926	0.115883796963926	0.221518917669334	0.221518917669334	0.115883796963926	0.778481082330666	0.221518917669334	0.221518917669334	0.115883796963926	0.221518917669334	0	0	0.778481082330666	0.778481082330666	0.115883796963926	0.115883796963926	0.778481082330666	0.221518917669334	0	0	0.778481082330666	0.221518917669334	0	0	0.778481082330666	0.221518917669334	0	0.221518917669334	0.778481082330666	0.221518917669334	0.115883796963926	0	0	0	0	0.221518917669334	0	0	0.221518917669334	0	0	0	0	0.778481082330666	0.221518917669334	0.221518917669334	0.115883796963926	0.221518917669334	0.221518917669334
ZB_4	0	0.115883796963926	0	0.11948103693005	0.115883796963926	0.115883796963926	0	0.221518917669334	0.11948103693005	0.11948103693005	1	0	0	0.11948103693005	0.11948103693005	0	0.894364879294592	0.11948103693005	0.11948103693005	0	0.11948103693005	0.115883796963926	0.115883796963926	0.894364879294592	0.894364879294592	0	0	0.894364879294592	0.11948103693005	0.115883796963926	0.115883796963926	0.894364879294592	0.11948103693005	0.115883796963926	0.115883796963926	0.894364879294592	0.11948103693005	0.115883796963926	0.11948103693005	0.894364879294592	0.11948103693005	0	0.115883796963926	0.115883796963926	0.115883796963926	0.115883796963926	0.11948103693005	0.115883796963926	0.115883796963926	0.11948103693005	0.115883796963926	0.115883796963926	0.115883796963926	0.115883796963926	0.894364879294592	0.11948103693005	0.11948103693005	0	0.11948103693005	0.11948103693005
ZB_5	0.11948103693005	0.221518917669334	0.11948103693005	0	0.221518917669334	0.221518917669334	0.11948103693005	0.129571050526186	0	0	1	0.11948103693005	0.11948103693005	0	0	0.11948103693005	1	0	0	0.11948103693005	0	0.221518917669334	0.221518917669334	1	1	0.11948103693005	0.11948103693005	1	0	0.221518917669334	0.221518917669334	1	0	0.221518917669334	0.221518917669334	1	0	0.221518917669334	0	1	0	0.11948103693005	0.221518917669334	0.221518917669334	0.221518917669334	0.221518917669334	0	0.221518917669334	0.221518917669334	0	0.221518917669334	0.221518917669334	0.221518917669334	0.221518917669334	1	0	0	0.11948103693005	0	0
ZB_6	0.115883796963926	0	0.115883796963926	0.221518917669334	0	0	0.115883796963926	0.105635120705408	0.221518917669334	0.221518917669334	0.884116203036074	0.115883796963926	0.115883796963926	0.221518917669334	0.221518917669334	0.115883796963926	0.778481082330666	0.221518917669334	0.221518917669334	0.115883796963926	0.221518917669334	0	0	0.778481082330666	0.778481082330666	0.115883796963926	0.115883796963926	0.778481082330666	0.221518917669334	0	0	0.778481082330666	0.221518917669334	0	0	0.778481082330666	0.221518917669334	0	0.221518917669334	0.778481082330666	0.221518917669334	0.115883796963926	0	0	0	0	0.221518917669334	0	0	0.221518917669334	0	0	0	0	0.778481082330666	0.221518917669334	0.221518917669334	0.115883796963926	0.221518917669334	0.221518917669334
ZB_7	0.115883796963926	0	0.115883796963926	0.221518917669334	0	0	0.115883796963926	0.105635120705408	0.221518917669334	0.221518917669334	0.884116203036074	0.115883796963926	0.115883796963926	0.221518917669334	0.221518917669334	0.115883796963926	0.778481082330666	0.221518917669334	0.221518917669334	0.115883796963926	0.221518917669334	0	0	0.778481082330666	0.778481082330666	0.115883796963926	0.115883796963926	0.778481082330666	0.221518917669334	0	0	0.778481082330666	0.221518917669334	0	0	0.778481082330666	0.221518917669334	0	0.221518917669334	0.778481082330666	0.221518917669334	0.115883796963926	0	0	0	0	0.221518917669334	0	0	0.221518917669334	0	0	0	0	0.778481082330666	0.221518917669334	0.221518917669334	0.115883796963926	0.221518917669334	0.221518917669334
ZB_8	0	0.115883796963926	0	0.11948103693005	0.115883796963926	0.115883796963926	0	0.221518917669334	0.11948103693005	0.11948103693005	1	0	0	0.11948103693005	0.11948103693005	0	0.894364879294592	0.11948103693005	0.11948103693005	0	0.11948103693005	0.115883796963926	0.115883796963926	0.894364879294592	0.894364879294592	0	0	0.894364879294592	0.11948103693005	0.115883796963926	0.115883796963926	0.894364879294592	0.11948103693005	0.115883796963926	0.115883796963926	0.894364879294592	0.11948103693005	0.115883796963926	0.11948103693005	0.894364879294592	0.11948103693005	0	0.115883796963926	0.115883796963926	0.115883796963926	0.115883796963926	0.11948103693005	0.115883796963926	0.115883796963926	0.11948103693005	0.115883796963926	0.115883796963926	0.115883796963926	0.115883796963926	0.894364879294592	0.11948103693005	0.11948103693005	0	0.11948103693005	0.11948103693005
ZB_10	0.221518917669334	0.105635120705408	0.221518917669334	0.129571050526186	0.105635120705408	0.105635120705408	0.221518917669334	0	0.129571050526186	0.129571050526186	0.870428949473814	0.221518917669334	0.221518917669334	0.129571050526186	0.129571050526186	0.221518917669334	0.884116203036074	0.129571050526186	0.129571050526186	0.221518917669334	0.129571050526186	0.105635120705408	0.105635120705408	0.884116203036074	0.884116203036074	0.221518917669334	0.221518917669334	0.884116203036074	0.129571050526186	0.105635120705408	0.105635120705408	0.884116203036074	0.129571050526186	0.105635120705408	0.105635120705408	0.884116203036074	0.129571050526186	0.105635120705408	0.129571050526186	0.884116203036074	0.129571050526186	0.221518917669334	0.105635120705408	0.105635120705408	0.105635120705408	0.105635120705408	0.129571050526186	0.105635120705408	0.105635120705408	0.129571050526186	0.105635120705408	0.105635120705408	0.105635120705408	0.105635120705408	0.884116203036074	0.129571050526186	0.129571050526186	0.221518917669334	0.129571050526186	0.129571050526186
ZB_11	0.11948103693005	0.221518917669334	0.11948103693005	0	0.221518917669334	0.221518917669334	0.11948103693005	0.129571050526186	0	0	1	0.11948103693005	0.11948103693005	0	0	0.11948103693005	1	0	0	0.11948103693005	0	0.221518917669334	0.221518917669334	1	1	0.11948103693005	0.11948103693005	1	0	0.221518917669334	0.221518917669334	1	0	0.221518917669334	0.221518917669334	1	0	0.221518917669334	0	1	0	0.11948103693005	0.221518917669334	0.221518917669334	0.221518917669334	0.221518917669334	0	0.221518917669334	0.221518917669334	0	0.221518917669334	0.221518917669334	0.221518917669334	0.221518917669334	1	0	0	0.11948103693005	0	0
ZB_12	0.11948103693005	0.221518917669334	0.11948103693005	0	0.221518917669334	0.221518917669334	0.11948103693005	0.129571050526186	0	0	1	0.11948103693005	0.11948103693005	0	0	0.11948103693005	1	0	0	0.11948103693005	0	0.221518917669334	0.221518917669334	1	1	0.11948103693005	0.11948103693005	1	0	0.221518917669334	0.221518917669334	1	0	0.221518917669334	0.221518917669334	1	0	0.221518917669334	0	1	0	0.11948103693005	0.221518917669334	0.221518917669334	0.221518917669334	0.221518917669334	0	0.221518917669334	0.221518917669334	0	0.221518917669334	0.221518917669334	0.221518917669334	0.221518917669334	1	0	0	0.11948103693005	0	0
