ZB_1	ZB_3	ZB_4	ZB_5	ZB_6	ZB_7	ZB_8	ZB_10	ZB_11	ZB_12	ZB_13	ZB_14	ZB_15	ZB_17	ZB_18	ZB_19	ZB_20	ZB_22	ZB_24	ZB_25	ZB_26	ZB_27	ZB_29	ZB_30	ZB_32	ZB_33	ZB_34	ZB_35	ZB_36	ZB_37	ZB_38	ZB_41	ZB_43	ZB_45	ZB_46	ZB_47	ZB_48	ZB_49	ZB_51	ZB_52	ZB_53	ZB_54	ZB_55	ZB_56	ZB_57	ZB_59	ZB_61	ZB_62
ZB_38	0.554688207636504	0.733929025525907	0.901951794603091	0.842600468252646	0.180298889969586	0.733929025525907	0.792890276304136	0.831534272761551	0.822388439245535	0.327165830883624	0.256062514924697	0.901951794603091	0.961601529274559	0.35905733554013	0.9287807833377	0.119687215352076	0.996913390798046	0.996913390798046	0.754807481519804	0.248651630806222	0.205787905454433	0.256062514924697	0.996913390798046	0.119687215352076	0.231870095435719	0.248651630806222	0.138136260478903	0.773002692014276	0.733929025525907	0.9287807833377	0	0.319754946765149	0.376357632798926	0.9287807833377	0.733929025525907	0.996913390798046	0.4269822056438	0.751580102174483	0.733929025525907	0.256285020299717	0.971264720582948	0.0777319400871191	0.119687215352076	0.465508019045782	0.119687215352076	0.231870095435719	0.971264720582948	0.961601529274559
ZB_41	0.316965327230511	0.662904247164299	0.877940397081006	0.800584360036884	0.365777407253022	0.662904247164299	0.737604568229034	0.813429511901012	0.77497694777421	0.382901507628419	0.427528160462292	0.877940397081006	0.951351471454123	0.0961314923249069	0.911339638794896	0.305165732635512	0.99608945374557	0.99608945374557	0.718373510336661	0.0875334522747547	0.365553533895912	0.427528160462292	0.99608945374557	0.305165732635512	0.106002820650339	0.0875334522747547	0.296820591649151	0.825115562403698	0.662904247164299	0.911339638794896	0.319754946765149	0	0.0763667470254297	0.911339638794896	0.662904247164299	0.99608945374557	0.307071608142081	0.690743609604957	0.662904247164299	0.450225161336075	0.963594147512026	0.246153846153846	0.305165732635512	0.322831146612156	0.305165732635512	0.106002820650339	0.963594147512026	0.951351471454123
ZB_43	0.260491466098943	0.63503289671514	0.868744657065825	0.784096513068476	0.418839639973446	0.63503289671514	0.71590950095623	0.79837280016906	0.756371859175597	0.444958021124853	0.485096938989155	0.868744657065825	0.947329171628237	0.17080748715386	0.904660134587142	0.358227965355935	0.995766126607248	0.995766126607248	0.695645538114749	0.157215554294056	0.419463876776359	0.485096938989155	0.995766126607248	0.358227965355935	0.174274477087182	0.157215554294056	0.350730934529598	0.812016475254429	0.63503289671514	0.904660134587142	0.376357632798926	0.0763667470254297	0	0.904660134587142	0.63503289671514	0.995766126607248	0.376753710161382	0.667444817079854	0.63503289671514	0.414550569222346	0.960584082079409	0.303722624680708	0.358227965355935	0.399197893637586	0.358227965355935	0.174274477087182	0.960584082079409	0.947329171628237
ZB_45	0.912374786390097	0.773734588773865	0.1632053389113	0.778273861838636	0.865214755092342	0.773734588773865	0.725773910850514	0.787693136297842	0.794894308943089	0.936681792627098	0.941732952708258	0.1632053389113	0.739376264730389	0.934120227711913	0	0.870300896978679	0.979050113081776	0.979050113081776	0.75879661721891	0.918511302001855	0.880696118691217	0.941732952708258	0.979050113081776	0.870300896978679	0.920037871475976	0.918511302001855	0.870988486996894	0.815181792950319	0.773734588773865	0	0.9287807833377	0.911339638794896	0.904660134587142	0	0.773734588773865	0.979050113081776	0.927908465354457	0.562971440461947	0.773734588773865	0.90637881119709	1	0.931776829689118	0.870300896978679	0.911727246007642	0.870300896978679	0.920037871475976	1	0.739376264730389
ZB_46	0.895524362814083	0	0.688498153253915	0.408430280460073	0.826385994164235	0	0.221599709982533	0.469627250548161	0.332465478034473	0.921585266768981	0.927255977555379	0.688498153253915	0.855683353656527	0.744359105278596	0.773734588773865	0.765774319546725	0.988399301321557	0.988399301321557	0.1994070596955	0.692411402157165	0.833524171032406	0.927255977555379	0.988399301321557	0.765774319546725	0.698637347794132	0.692411402157165	0.764791228785645	0.808484488896423	0	0.773734588773865	0.733929025525907	0.662904247164299	0.63503289671514	0.773734588773865	0	0.988399301321557	0.911949558024491	0.210763148311918	0	0.642240667814276	0.892001450087335	0.745881663246933	0.765774319546725	0.894856617157521	0.765774319546725	0.698637347794132	0.892001450087335	0.855683353656527
ZB_47	1	0.988399301321557	0.982469246476418	1	1	0.988399301321557	0.985096744146661	1	1	1	1	0.982469246476418	0.919616350765015	1	0.979050113081776	0.997282818458308	0	0	0.987411487018096	0.9964317573595	1	1	0	0.997282818458308	0.996503982678823	0.9964317573595	1	0.986402441379843	0.988399301321557	0.979050113081776	0.996913390798046	0.99608945374557	0.995766126607248	0.979050113081776	0.988399301321557	0	1	0.990844301097643	0.988399301321557	0.995849741787912	1	0.997052049746661	0.997282818458308	1	0.997282818458308	0.996503982678823	1	0.919616350765015
ZB_48	0.201439129248873	0.911949558024491	0.930511331710058	0.899298591386007	0.367339392246126	0.911949558024491	0.905508898655411	0.900750711290378	0.901919602529359	0.300691574252159	0.212352170888407	0.930511331710058	0.974969451897761	0.271840213049268	0.927908465354457	0.40568601114662	1	1	0.909771780568627	0.219538155867326	0.349694236097034	0.212352170888407	1	0.40568601114662	0.235335597799098	0.219538155867326	0.394515398408254	0.669847303569812	0.911949558024491	0.927908465354457	0.4269822056438	0.307071608142081	0.376753710161382	0.927908465354457	0.911949558024491	1	0	0.918633080720555	0.911949558024491	0.667646550233443	1	0.355211255810058	0.40568601114662	0.208297073683937	0.40568601114662	0.235335597799098	1	0.974969451897761
ZB_49	0.90480261283181	0.210763148311918	0.477735004941997	0.533111376996307	0.763836783845121	0.210763148311918	0.385657805753524	0.575783025392748	0.473157155490818	0.926930421542318	0.931878784076293	0.477735004941997	0.886099984393695	0.765041835573217	0.562971440461947	0.70322510922761	0.990844301097643	0.990844301097643	0.359648256101176	0.715759102959223	0.769975217241271	0.931878784076293	0.990844301097643	0.70322510922761	0.721083933118238	0.715759102959223	0.70124227499451	0.836549416764626	0.210763148311918	0.562971440461947	0.751580102174483	0.690743609604957	0.667444817079854	0.562971440461947	0.210763148311918	0.990844301097643	0.918633080720555	0	0.210763148311918	0.673439736539062	0.91476356448005	0.762030617686733	0.70322510922761	0.904248517318165	0.70322510922761	0.721083933118238	0.91476356448005	0.886099984393695
ZB_51	0.895524362814083	0	0.688498153253915	0.408430280460073	0.826385994164235	0	0.221599709982533	0.469627250548161	0.332465478034473	0.921585266768981	0.927255977555379	0.688498153253915	0.855683353656527	0.744359105278596	0.773734588773865	0.765774319546725	0.988399301321557	0.988399301321557	0.1994070596955	0.692411402157165	0.833524171032406	0.927255977555379	0.988399301321557	0.765774319546725	0.698637347794132	0.692411402157165	0.764791228785645	0.808484488896423	0	0.773734588773865	0.733929025525907	0.662904247164299	0.63503289671514	0.773734588773865	0	0.988399301321557	0.911949558024491	0.210763148311918	0	0.642240667814276	0.892001450087335	0.745881663246933	0.765774319546725	0.894856617157521	0.765774319546725	0.698637347794132	0.892001450087335	0.855683353656527
ZB_52	0.618989181943474	0.642240667814276	0.871110776284211	0.7883604121961	0.40590986985318	0.642240667814276	0.721520032070177	0.773480793265263	0.761183295210696	0.458203318913552	0.49672685951434	0.871110776284211	0.948369372980876	0.492535990355294	0.90637881119709	0.345298195235669	0.995849741787912	0.995849741787912	0.670313863277289	0.489315975395865	0.431398885338027	0.49672685951434	0.995849741787912	0.345298195235669	0.472534440025362	0.489315975395865	0.363747240362497	0.815385932433734	0.642240667814276	0.90637881119709	0.256285020299717	0.450225161336075	0.414550569222346	0.90637881119709	0.642240667814276	0.995849741787912	0.667646550233443	0.673439736539062	0.642240667814276	0	0.961362510906218	0.318396284676762	0.345298195235669	0.617080621596494	0.345298195235669	0.472534440025362	0.961362510906218	0.948369372980876
ZB_53	1	0.892001450087335	0.8367946610887	1	0.973071803046987	0.892001450087335	0.861255768660824	1	1	1	1	0.8367946610887	1	0.961555607695917	1	0.974703966158739	1	1	0.88280523567699	0.966780877463304	0.972320764916548	1	1	0.974703966158739	0.967453270563931	0.966780877463304	0.97422850671616	1	0.892001450087335	1	0.971264720582948	0.963594147512026	0.960584082079409	1	0.892001450087335	1	1	0.91476356448005	0.892001450087335	0.961362510906218	0	0.97255558812445	0.974703966158739	1	0.974703966158739	0.967453270563931	0	1
ZB_54	0.485096938989155	0.745881663246933	0.906076481475672	0.849671286797035	0.138892748521761	0.745881663246933	0.802194212972656	0.858583862388116	0.830367237552866	0.25369121896068	0.181374314308446	0.906076481475672	0.963326493865416	0.314888466194017	0.931776829689118	0.0782810739042502	0.997052049746661	0.997052049746661	0.786533600125162	0.173836941501612	0.135042507136807	0.181374314308446	0.997052049746661	0.0782810739042502	0.187701226089606	0.173836941501612	0.0663095648900461	0.783200033499435	0.745881663246933	0.931776829689118	0.0777319400871191	0.246153846153846	0.303722624680708	0.931776829689118	0.745881663246933	0.997052049746661	0.355211255810058	0.762030617686733	0.745881663246933	0.318396284676762	0.97255558812445	0	0.0782810739042502	0.489518864369164	0.0782810739042502	0.187701226089606	0.97255558812445	0.963326493865416
ZB_55	0.525404103561669	0.765774319546725	0.845004863137418	0.861439179905207	0.0606116746175104	0.765774319546725	0.817678662405632	0.851697466536983	0.843646272366573	0.31211307180461	0.245457212109984	0.845004863137418	0.966197335309465	0.342009788028963	0.870300896978679	0	0.997282818458308	0.997282818458308	0.784153891281861	0.238509872940886	0.0861006901023575	0.245457212109984	0.997282818458308	0	0.22277800935575	0.238509872940886	0.0184490451268275	0.800171367699504	0.765774319546725	0.870300896978679	0.119687215352076	0.305165732635512	0.358227965355935	0.870300896978679	0.765774319546725	0.997282818458308	0.40568601114662	0.70322510922761	0.765774319546725	0.345298195235669	0.974703966158739	0.0782810739042502	0	0.529479875874207	0	0.22277800935575	0.974703966158739	0.966197335309465
ZB_56	0.208847796828369	0.894856617157521	0.915598319192784	0.876299524338489	0.499120745476359	0.894856617157521	0.885540342878227	0.878483491885842	0.880231099099596	0.315992055031252	0.376416908785857	0.915598319192784	0.968632589271619	0.284913186297513	0.911727246007642	0.529479875874207	1	1	0.89173625825751	0.382106074122131	0.485151023717819	0.376416908785857	1	0.529479875874207	0.394612955127823	0.382106074122131	0.5206360690805	0.758367767117999	0.894856617157521	0.911727246007642	0.465508019045782	0.322831146612156	0.399197893637586	0.911727246007642	0.894856617157521	1	0.208297073683937	0.904248517318165	0.894856617157521	0.617080621596494	1	0.489518864369164	0.529479875874207	0	0.529479875874207	0.394612955127823	1	0.968632589271619
ZB_57	0.525404103561669	0.765774319546725	0.845004863137418	0.861439179905207	0.0606116746175104	0.765774319546725	0.817678662405632	0.851697466536983	0.843646272366573	0.31211307180461	0.245457212109984	0.845004863137418	0.966197335309465	0.342009788028963	0.870300896978679	0	0.997282818458308	0.997282818458308	0.784153891281861	0.238509872940886	0.0861006901023575	0.245457212109984	0.997282818458308	0	0.22277800935575	0.238509872940886	0.0184490451268275	0.800171367699504	0.765774319546725	0.870300896978679	0.119687215352076	0.305165732635512	0.358227965355935	0.870300896978679	0.765774319546725	0.997282818458308	0.40568601114662	0.70322510922761	0.765774319546725	0.345298195235669	0.974703966158739	0.0782810739042502	0	0.529479875874207	0	0.22277800935575	0.974703966158739	0.966197335309465
ZB_59	0.389368929146058	0.698637347794132	0.889915340705402	0.821722980354766	0.28338968397326	0.698637347794132	0.765419224122519	0.809188963708957	0.798830026021492	0.437135116886111	0.366031800927184	0.889915340705402	0.956508352700475	0.153407623701408	0.920037871475976	0.22277800935575	0.996503982678823	0.996503982678823	0.722285124049024	0.0202411457402221	0.308878699458108	0.366031800927184	0.996503982678823	0.22277800935575	0	0.0202411457402221	0.241227054482578	0.742893748882665	0.698637347794132	0.920037871475976	0.231870095435719	0.106002820650339	0.174274477087182	0.920037871475976	0.698637347794132	0.996503982678823	0.235335597799098	0.721083933118238	0.698637347794132	0.472534440025362	0.967453270563931	0.187701226089606	0.22277800935575	0.394612955127823	0.22277800935575	0	0.967453270563931	0.956508352700475
ZB_61	1	0.892001450087335	0.8367946610887	1	0.973071803046987	0.892001450087335	0.861255768660824	1	1	1	1	0.8367946610887	1	0.961555607695917	1	0.974703966158739	1	1	0.88280523567699	0.966780877463304	0.972320764916548	1	1	0.974703966158739	0.967453270563931	0.966780877463304	0.97422850671616	1	0.892001450087335	1	0.971264720582948	0.963594147512026	0.960584082079409	1	0.892001450087335	1	1	0.91476356448005	0.892001450087335	0.961362510906218	0	0.97255558812445	0.974703966158739	1	0.974703966158739	0.967453270563931	0	1
ZB_62	0.968891880890503	0.855683353656527	0.781911449773395	0.902320322485498	0.967004244301329	0.855683353656527	0.814598416529066	0.908026291427513	0.912262109771714	0.978285339598929	0.980157779109247	0.781911449773395	0	0.977325634471426	0.739376264730389	0.966197335309465	0.919616350765015	0.919616350765015	0.843394606966598	0.955609845105831	0.983549145582196	0.980157779109247	0.919616350765015	0.966197335309465	0.956508352700475	0.955609845105831	0.968417667911033	0.916245926880796	0.855683353656527	0.739376264730389	0.961601529274559	0.951351471454123	0.947329171628237	0.739376264730389	0.855683353656527	0.919616350765015	0.974969451897761	0.886099984393695	0.855683353656527	0.948369372980876	1	0.963326493865416	0.966197335309465	0.968632589271619	0.966197335309465	0.956508352700475	1	0
