ZB_1	ZB_2	ZB_3	ZB_4	ZB_5	ZB_6	ZB_7	ZB_8	ZB_9	ZB_10	ZB_11	ZB_12	ZB_13	ZB_14	ZB_15	ZB_16	ZB_17	ZB_18	ZB_19	ZB_21	ZB_22	ZB_23	ZB_24	ZB_25	ZB_26	ZB_27	ZB_28	ZB_29	ZB_30	ZB_31	ZB_32	ZB_33	ZB_34	ZB_36	ZB_37	ZB_38	ZB_39	ZB_40	ZB_41	ZB_42	ZB_43	ZB_44	ZB_45	ZB_46	ZB_47	ZB_48	ZB_49	ZB_51	ZB_52	ZB_53	ZB_54	ZB_55	ZB_56	ZB_57	ZB_58	ZB_59	ZB_60	ZB_63
ZB_1	0	0.306967664703242	0.340766171521806	0.932285394500092	0.306967664703242	0.445901449336445	0.340766171521806	0.347333696313615	0.306967664703242	0	0.306967664703242	0.292738692453566	0.428920490641646	0.327110148392252	0.306967664703242	0.306967664703242	0.230987460242021	0.327110148392252	0.459251299505905	0.0273243864103494	0.327110148392252	0.306967664703242	0.935014786362555	0.434460211538358	0.431328975328067	0.315139675717914	0.069765069173321	0.306967664703242	0.4745004771636	0.306967664703242	0.420637456344266	0.313068638272581	0.450957668394594	0.330104867568426	0.327110148392252	0.322306274727116	0.0273243864103494	0.306967664703242	0.339504505918925	0.284637673273388	0.935014786362555	0	0.327110148392252	0.340766171521806	0	0.080299382674539	0.340766171521806	0.330104867568426	0.340766171521806	0.187035606015574	0.313068638272581	0.471232353296062	0	0.284992691797818	0.327110148392252	0.303192722791628	0.306967664703242	0.306967664703242
ZB_2	0.306967664703242	0	0.575651169281296	0.917982994277085	0	0.36915504511895	0.575651169281296	0.0749993813973821	0	0.306967664703242	0	0.161173894561233	0.34692144373673	0.037760941749822	0	0	0.117299512262737	0.037760941749822	0.386496157681703	0.324616873475448	0.037760941749822	0	0.92195333039403	0.354196512374648	0.350086999751429	0.192669615494469	0.237202595529921	0	0.40615737533643	0	0.363976279650437	0.189773783700031	0.298934786957392	0.569103922809238	0.037760941749822	0.20266530453544	0.324616873475448	0	0.12140014415092	0.0284412332908837	0.92195333039403	0.306967664703242	0.037760941749822	0.575651169281296	0.306967664703242	0.330748064247776	0.575651169281296	0.569103922809238	0.575651169281296	0.429140497627278	0.189773783700031	0.401956803925044	0.306967664703242	0.1898044703843	0.037760941749822	0.213822210905612	0	0
ZB_3	0.340766171521806	0.575651169281296	0	0.869897483690587	0.575651169281296	0.673335298614477	0	0.516632158318675	0.575651169281296	0.340766171521806	0.575651169281296	0.588904399003999	0.663855997778886	0.547086045862568	0.575651169281296	0.575651169281296	0.555532139093783	0.547086045862568	0.610744638734788	0.357546526034041	0.547086045862568	0.575651169281296	0.814641192917055	0.626358916751093	0.665198666509625	0.601104331909701	0.383738370023895	0.575651169281296	0.621721686211221	0.575651169281296	0.582948648737978	0.56123141930129	0.64466497969036	0.0218173345759553	0.547086045862568	0.512165418766189	0.357546526034041	0.575651169281296	0.5564826306541	0.584504804514719	0.814641192917055	0.340766171521806	0.547086045862568	0	0.340766171521806	0.390263839633794	0	0.0218173345759553	0	0.456933243727599	0.56123141930129	0.627902328858155	0.340766171521806	0.485305414867943	0.547086045862568	0.498406619980522	0.575651169281296	0.575651169281296
ZB_4	0.932285394500092	0.917982994277085	0.869897483690587	0	0.917982994277085	0.941219153737832	0.869897483690587	0.884857432716655	0.917982994277085	0.932285394500092	0.917982994277085	0.921335461996774	0.939105728864738	0.880222052527263	0.917982994277085	0.917982994277085	0.912762947752681	0.880222052527263	0.914306409831437	0.934079499062121	0.880222052527263	0.917982994277085	0.298104479863241	0.909573778986915	0.939406809206565	0.924363032125336	0.936872205675492	0.917982994277085	0.917175912192228	0.917982994277085	0.906897954556065	0.885118009151058	0.941844265037811	0.866995684029002	0.880222052527263	0.887057757497795	0.934079499062121	0.917982994277085	0.890633323932186	0.920229988650778	0.298104479863241	0.932285394500092	0.880222052527263	0.869897483690587	0.932285394500092	0.937566538433906	0.869897483690587	0.866995684029002	0.869897483690587	0.944627558202177	0.885118009151058	0.916563566489155	0.932285394500092	0.879138384817842	0.880222052527263	0.88302917567409	0.917982994277085	0.917982994277085
ZB_5	0.306967664703242	0	0.575651169281296	0.917982994277085	0	0.36915504511895	0.575651169281296	0.0749993813973821	0	0.306967664703242	0	0.161173894561233	0.34692144373673	0.037760941749822	0	0	0.117299512262737	0.037760941749822	0.386496157681703	0.324616873475448	0.037760941749822	0	0.92195333039403	0.354196512374648	0.350086999751429	0.192669615494469	0.237202595529921	0	0.40615737533643	0	0.363976279650437	0.189773783700031	0.298934786957392	0.569103922809238	0.037760941749822	0.20266530453544	0.324616873475448	0	0.12140014415092	0.0284412332908837	0.92195333039403	0.306967664703242	0.037760941749822	0.575651169281296	0.306967664703242	0.330748064247776	0.575651169281296	0.569103922809238	0.575651169281296	0.429140497627278	0.189773783700031	0.401956803925044	0.306967664703242	0.1898044703843	0.037760941749822	0.213822210905612	0	0
ZB_6	0.445901449336445	0.36915504511895	0.673335298614477	0.941219153737832	0.36915504511895	0	0.673335298614477	0.401956803925044	0.36915504511895	0.445901449336445	0.36915504511895	0.259796485905701	0.0356718493237265	0.385468754590593	0.36915504511895	0.36915504511895	0.335267349260523	0.385468754590593	0.0947730643725897	0.425660262050145	0.385468754590593	0.36915504511895	0.943286858498962	0.0941348616022436	0.0307420048034382	0.229054481102263	0.453492083597213	0.36915504511895	0.0612874517947197	0.36915504511895	0.171681993473747	0.279828558427263	0.133531992773176	0.669469160768453	0.385468754590593	0.327956096113913	0.425660262050145	0.36915504511895	0.343691154231681	0.349352169087487	0.943286858498962	0.445901449336445	0.385468754590593	0.673335298614477	0.445901449336445	0.382991502073115	0.673335298614477	0.669469160768453	0.673335298614477	0.280131288492237	0.279828558427263	0.0543472413978591	0.445901449336445	0.376007119549095	0.385468754590593	0.35321269652922	0.36915504511895	0.36915504511895
ZB_7	0.340766171521806	0.575651169281296	0	0.869897483690587	0.575651169281296	0.673335298614477	0	0.516632158318675	0.575651169281296	0.340766171521806	0.575651169281296	0.588904399003999	0.663855997778886	0.547086045862568	0.575651169281296	0.575651169281296	0.555532139093783	0.547086045862568	0.610744638734788	0.357546526034041	0.547086045862568	0.575651169281296	0.814641192917055	0.626358916751093	0.665198666509625	0.601104331909701	0.383738370023895	0.575651169281296	0.621721686211221	0.575651169281296	0.582948648737978	0.56123141930129	0.64466497969036	0.0218173345759553	0.547086045862568	0.512165418766189	0.357546526034041	0.575651169281296	0.5564826306541	0.584504804514719	0.814641192917055	0.340766171521806	0.547086045862568	0	0.340766171521806	0.390263839633794	0	0.0218173345759553	0	0.456933243727599	0.56123141930129	0.627902328858155	0.340766171521806	0.485305414867943	0.547086045862568	0.498406619980522	0.575651169281296	0.575651169281296
ZB_8	0.347333696313615	0.0749993813973821	0.516632158318675	0.884857432716655	0.0749993813973821	0.401956803925044	0.516632158318675	0	0.0749993813973821	0.347333696313615	0.0749993813973821	0.218192147833627	0.382011782571957	0.038699779777468	0.0749993813973821	0.0749993813973821	0.181756127332884	0.038699779777468	0.333155393910952	0.363010058953344	0.038699779777468	0.0749993813973821	0.847711425725436	0.332500453747958	0.384847041108621	0.245621627860007	0.281632130160459	0.0749993813973821	0.354526045629535	0.0749993813973821	0.307215980024969	0.185292886403732	0.289160364788981	0.53182664909878	0.038699779777468	0.133341465460062	0.363010058953344	0.0749993813973821	0.0852790706619995	0.0993864636535929	0.847711425725436	0.347333696313615	0.038699779777468	0.516632158318675	0.347333696313615	0.367548968027914	0.516632158318675	0.53182664909878	0.516632158318675	0.456813093080286	0.185292886403732	0.349960257781183	0.347333696313615	0.117500656006234	0.038699779777468	0.143661797952208	0.0749993813973821	0.0749993813973821
ZB_9	0.306967664703242	0	0.575651169281296	0.917982994277085	0	0.36915504511895	0.575651169281296	0.0749993813973821	0	0.306967664703242	0	0.161173894561233	0.34692144373673	0.037760941749822	0	0	0.117299512262737	0.037760941749822	0.386496157681703	0.324616873475448	0.037760941749822	0	0.92195333039403	0.354196512374648	0.350086999751429	0.192669615494469	0.237202595529921	0	0.40615737533643	0	0.363976279650437	0.189773783700031	0.298934786957392	0.569103922809238	0.037760941749822	0.20266530453544	0.324616873475448	0	0.12140014415092	0.0284412332908837	0.92195333039403	0.306967664703242	0.037760941749822	0.575651169281296	0.306967664703242	0.330748064247776	0.575651169281296	0.569103922809238	0.575651169281296	0.429140497627278	0.189773783700031	0.401956803925044	0.306967664703242	0.1898044703843	0.037760941749822	0.213822210905612	0	0
ZB_10	0	0.306967664703242	0.340766171521806	0.932285394500092	0.306967664703242	0.445901449336445	0.340766171521806	0.347333696313615	0.306967664703242	0	0.306967664703242	0.292738692453566	0.428920490641646	0.327110148392252	0.306967664703242	0.306967664703242	0.230987460242021	0.327110148392252	0.459251299505905	0.0273243864103494	0.327110148392252	0.306967664703242	0.935014786362555	0.434460211538358	0.431328975328067	0.315139675717914	0.069765069173321	0.306967664703242	0.4745004771636	0.306967664703242	0.420637456344266	0.313068638272581	0.450957668394594	0.330104867568426	0.327110148392252	0.322306274727116	0.0273243864103494	0.306967664703242	0.339504505918925	0.284637673273388	0.935014786362555	0	0.327110148392252	0.340766171521806	0	0.080299382674539	0.340766171521806	0.330104867568426	0.340766171521806	0.187035606015574	0.313068638272581	0.471232353296062	0	0.284992691797818	0.327110148392252	0.303192722791628	0.306967664703242	0.306967664703242
