ZB_3	ZB_4	ZB_5	ZB_6	ZB_7	ZB_8	ZB_10	ZB_11	ZB_12	ZB_13	ZB_14	ZB_15	ZB_17	ZB_18	ZB_19	ZB_21	ZB_22	ZB_24	ZB_25	ZB_26	ZB_27	ZB_29	ZB_30	ZB_32	ZB_33	ZB_34	ZB_36	ZB_37	ZB_38	ZB_41	ZB_43	ZB_44	ZB_45	ZB_46	ZB_48	ZB_49	ZB_51	ZB_52	ZB_54	ZB_55	ZB_56	ZB_57	ZB_58	ZB_59	ZB_62
ZB_43	0.50281938888416	0.705017518566328	0.831970168207402	0.67629873829554	0.505711747159992	0.227849178653502	0.676943107966896	0.503595619610301	0.781270606190048	0.745397025308864	0.146501829942974	0.698814792748319	0.730753681164354	0.651361299739798	0.653920785298482	0.384926376712912	0.279066303515193	0	0.660500645379716	0.694170858363221	0.745503209163504	0.286575358815982	0.682073411858272	0.591518507090365	0.591825107951077	0.731921825307413	0.649526077439414	0.760075325559622	0.549315764741985	0.603560637998876	0	0.688345013477089	0.649321218827134	0	0.858776761729032	0.505711747159992	0.50281938888416	0.477633306586914	0.591825107951077	0.649645336266737	0.688918543709172	0.55426354751054	0.893054728061963	0.608756280204297	0.802259766788663
ZB_44	0.943121293800539	0.32006484044452	0.372476384515651	0.385225990794035	0.943289438323031	0.647668267472758	0.0438454326279132	0.621919367800697	0.40506889921121	0.379683942903671	0.663355266988878	0.936849854558949	0.947973082877987	0.93875667517994	0.450202694492822	0.612831502812751	0.637018898725435	0.688345013477089	0.376733079555773	0.423058347146395	0.21814621273209	0.605727938248537	0.43427608024399	0.35106757467373	0.362603462592748	0.401069347120664	0.499957150610842	0.947094679449873	0.336251342392643	0.333375001116101	0.688345013477089	0	0.938560531066209	0.688345013477089	0.481714328012041	0.943289438323031	0.943121293800539	0.895074063028134	0.362603462592748	0.468354006159025	0.213635738995871	0.424204640907182	1	0.378452291259954	0.945777610347209
ZB_45	0.29466521152982	0.768308344997763	0.927478056458653	0.916109030754783	0.302870074660011	0.684438184039291	0.936125388205808	0.86621441704178	0.939007997083685	0.918332582386745	0.589127670713769	0.141136494645187	0.645339780996443	0.0164125212616753	0.878637362799209	0.868477475006856	0.744446660517065	0.649321218827134	0.851877317155376	0.904994764672989	0.950555784659219	0.718032938030864	0.906789989358999	0.856754207934776	0.84841823524813	0.901481570846484	0.801135472349257	0.315827796486757	0.841954601685894	0.852848737019742	0.649321218827134	0.938560531066209	0	0.649321218827134	0.941630754081311	0.302870074660011	0.29466521152982	0.548287628993134	0.84841823524813	0.874195616827352	0.938682644474406	0.843689684116679	1	0.862799129200505	0.436121476896939
ZB_46	0.50281938888416	0.705017518566328	0.831970168207402	0.67629873829554	0.505711747159992	0.227849178653502	0.676943107966896	0.503595619610301	0.781270606190048	0.745397025308864	0.146501829942974	0.698814792748319	0.730753681164354	0.651361299739798	0.653920785298482	0.384926376712912	0.279066303515193	0	0.660500645379716	0.694170858363221	0.745503209163504	0.286575358815982	0.682073411858272	0.591518507090365	0.591825107951077	0.731921825307413	0.649526077439414	0.760075325559622	0.549315764741985	0.603560637998876	0	0.688345013477089	0.649321218827134	0	0.858776761729032	0.505711747159992	0.50281938888416	0.477633306586914	0.591825107951077	0.649645336266737	0.688918543709172	0.55426354751054	0.893054728061963	0.608756280204297	0.802259766788663
ZB_48	0.945762415631281	0.450328145116552	0.222768119328336	0.34803570399282	0.945915328347421	0.843632011697429	0.464410651816949	0.829900697784629	0.207755692193777	0.342158394124196	0.849398113316743	0.940088921191748	0.950658195447482	0.941807813008444	0.416943124035774	0.831148817441521	0.83976950864086	0.858776761729032	0.373622901258818	0.388156700011205	0.276123269757458	0.847969814995131	0.400053041353312	0.383051877505318	0.359739862947929	0.364837492128306	0.338660980198172	0.949868809064945	0.429954812317067	0.377527508200478	0.858776761729032	0.481714328012041	0.941630754081311	0.858776761729032	0	0.945915328347421	0.945762415631281	0.899582804108214	0.359739862947929	0.395603850352287	0.334495885107441	0.34081390541585	1	0.340852234649661	0.948687783343137
ZB_49	0.0116325796831708	0.790005100772963	0.93397660928495	0.862299889824229	0	0.732235408601468	0.9412210380885	0.886773622364114	0.942744091541012	0.922707175293827	0.651361299739798	0.401260548634758	0.464753283559992	0.291237494976841	0.825911020615558	0.888398806879482	0.783154576801845	0.505711747159992	0.860833034262914	0.869362863696639	0.953665155986509	0.757975645223516	0.854063647175348	0.794520667011443	0.803029412429634	0.904460951438165	0.714738213893548	0.523043082845117	0.773291329823451	0.808692559021922	0.505711747159992	0.943289438323031	0.302870074660011	0.505711747159992	0.945915328347421	0	0.0116325796831708	0.36436839456467	0.803029412429634	0.829271708683473	0.943393493282974	0.775780223740806	0.787398743681394	0.803191821477778	0.60690340728834
ZB_51	0	0.78924708600231	0.933748595038209	0.86200230258117	0.0116325796831708	0.730668567537663	0.941040384905534	0.886101365574567	0.942609068496087	0.92254782895526	0.649321218827134	0.394213691125805	0.458453703109285	0.302870074660011	0.827936124540209	0.887745765597072	0.781885692399353	0.50281938888416	0.860509109375992	0.869096925348938	0.953552971007475	0.756651647619332	0.8560887511	0.796910921725677	0.805516243528587	0.906492518293336	0.718056544350995	0.51742954355781	0.775928536494145	0.811107890668915	0.50281938888416	0.943121293800539	0.29466521152982	0.50281938888416	0.945762415631281	0.0116325796831708	0	0.359577354767093	0.805516243528587	0.828915525547168	0.943225966143283	0.778388478154684	0.78489653549036	0.805481208296738	0.602276861184225
ZB_52	0.359577354767093	0.746084452061316	0.879333702990219	0.83093305499728	0.36436839456467	0.672906484791013	0.891544599322828	0.805114711720445	0.903806673228742	0.824198602614849	0.603189510540521	0.612040729624909	0.653181488029163	0.551666916035311	0.73132762131293	0.807526077759136	0.716801006637975	0.477633306586914	0.749469942233225	0.771982811268169	0.913075168216371	0.698637916347585	0.75948024787272	0.766910379565548	0.773814097827693	0.809575698027903	0.684229382778654	0.690950951774041	0.74451242898044	0.779898271101762	0.477633306586914	0.895074063028134	0.548287628993134	0.477633306586914	0.899582804108214	0.36436839456467	0.359577354767093	0	0.773814097827693	0.729389674923188	0.895252131280952	0.747123138923588	0.862242870259973	0.77614401431703	0.745289095369266
ZB_54	0.805516243528587	0.366516898370637	0.43399081155408	0.195105215901383	0.803029412429634	0.666235910359766	0.343412417738575	0.777190460458762	0.324806017959144	0.2620060997815	0.631073319015668	0.86981195417734	0.883617617166482	0.845888883268107	0.199358594356956	0.734132915147139	0.688374638417637	0.591825107951077	0.112736834429302	0.216314805867967	0.17660740912703	0.679781601292892	0.227511220916746	0.137071832633336	0	0.251901621293664	0.267388601270545	0.896291969997287	0.081327214012584	0.0292284614766467	0.591825107951077	0.362603462592748	0.84841823524813	0.591825107951077	0.359739862947929	0.803029412429634	0.805516243528587	0.773814097827693	0	0.185142705730941	0.311731134483345	0.0709006481135347	0.953772643448748	0.0948721897776797	0.91452629836236
ZB_55	0.828915525547168	0.474244471416249	0.530244043938596	0.131269501104831	0.829271708683473	0.722994480958161	0.455069045274464	0.814156820542992	0.280086688090442	0.12802132944081	0.693811497622156	0.89195120647934	0.910180935401889	0.874459154757915	0.0353067664245133	0.7793451958382	0.741368386500866	0.649645336266737	0.150674422332654	0.0723192573757204	0.313216582448641	0.732909078045347	0.0634593929843036	0.188073242485944	0.185142705730941	0.0999074689983983	0.380846392611098	0.913928137953145	0.22461176257527	0.204848426643815	0.649645336266737	0.468354006159025	0.874195616827352	0.649645336266737	0.395603850352287	0.829271708683473	0.828915525547168	0.729389674923188	0.185142705730941	0	0.428775352859902	0.21587736375847	0.968046125251299	0.150745054143915	0.929061610216716
ZB_56	0.943225966143283	0.424134924855935	0.177633601047694	0.383817922811525	0.943393493282974	0.648401104448202	0.18162316101031	0.680504964502685	0.317759393213112	0.3782631815085	0.664024361895021	0.936978855572811	0.948080056272658	0.93887801091402	0.448943448052402	0.613716240595475	0.637796656892965	0.688918543709172	0.327437366588024	0.421736929752369	0.216355468054581	0.660177282452799	0.432980355755934	0.349581270833243	0.311731134483345	0.399697566493255	0.421910570529402	0.947205291697488	0.282382500455518	0.331848174504674	0.688918543709172	0.213635738995871	0.938682644474406	0.688918543709172	0.334495885107441	0.943393493282974	0.943225966143283	0.895252131280952	0.311731134483345	0.428775352859902	0	0.29026077801858	1	0.37702870891071	0.945893792446683
ZB_57	0.778388478154684	0.429853757842444	0.416334311823929	0.226903103031913	0.775780223740806	0.655824232106189	0.407226083079237	0.770449276962137	0.306494106199725	0.316225326065071	0.619564753472535	0.865750774177333	0.879987100996353	0.841081429702801	0.223578837295787	0.725839265136174	0.678653571648749	0.55426354751054	0.176787584820095	0.270627524476142	0.241937036259275	0.670093277403687	0.251731463855577	0.164452898988091	0.0709006481135347	0.305613956279847	0.213985934395288	0.893056826750257	0.110953974480811	0.097512424751505	0.55426354751054	0.424204640907182	0.843689684116679	0.55426354751054	0.34081390541585	0.775780223740806	0.778388478154684	0.747123138923588	0.0709006481135347	0.21587736375847	0.29026077801858	0	0.952330593875819	0.122253256132435	0.91185996993394
ZB_58	0.78489653549036	1	1	0.958614329356159	0.787398743681394	1	1	1	1	1	1	1	0.602797644920378	1	0.962988464271644	1	1	0.893054728061963	1	0.961161147237581	1	1	0.96191630832181	0.956314835659124	0.953772643448748	1	0.939352985894079	1	0.951801451902145	0.955123797958874	0.893054728061963	1	1	0.893054728061963	1	0.787398743681394	0.78489653549036	0.862242870259973	0.953772643448748	0.968046125251299	1	0.952330593875819	0	0.958158333992399	1
ZB_59	0.805481208296738	0.426616827409371	0.487689342696232	0.112136641254186	0.803191821477778	0.697900840413089	0.405704319448549	0.765004849337535	0.265223509379077	0.206716679468154	0.666074201108063	0.882163179167412	0.894659068677442	0.860509742381545	0.115438287719402	0.759356307676938	0.717939218861217	0.608756280204297	0.191755985292221	0.162486974899757	0.20503332098452	0.674182792968669	0.143590914279192	0.0421996428556562	0.0948721897776797	0.197473406703462	0.310078713281357	0.906130977901173	0.13188949337951	0.0676201615890842	0.608756280204297	0.378452291259954	0.862799129200505	0.608756280204297	0.340852234649661	0.803191821477778	0.805481208296738	0.77614401431703	0.0948721897776797	0.150745054143915	0.37702870891071	0.122253256132435	0.958158333992399	0	0.922635375605127
ZB_62	0.602276861184225	0.865073430660114	0.935080848248852	0.923478504318898	0.60690340728834	0.743909832451499	0.943453179940153	0.869949551991567	0.94458803352738	0.939542530437307	0.768317917778166	0.53964250124564	0.511445721843524	0.44537614514637	0.931566215375325	0.87255393878575	0.725716478262153	0.802259766788663	0.91647680035951	0.928187533083732	0.957020285469711	0.762552060709814	0.929583814809904	0.919226774329533	0.91452629836236	0.925450541692906	0.887864563850711	0.175823688528225	0.910881594215407	0.917024563157942	0.802259766788663	0.945777610347209	0.436121476896939	0.802259766788663	0.948687783343137	0.60690340728834	0.602276861184225	0.745289095369266	0.91452629836236	0.929061610216716	0.945893792446683	0.91185996993394	1	0.922635375605127	0
