ZB_1	ZB_2	ZB_3	ZB_4	ZB_5	ZB_6	ZB_7	ZB_8	ZB_9	ZB_10	ZB_11	ZB_12	ZB_13	ZB_14	ZB_15	ZB_16	ZB_17	ZB_18	ZB_19	ZB_20	ZB_21	ZB_22	ZB_23	ZB_24	ZB_25	ZB_26	ZB_27	ZB_28	ZB_29	ZB_30	ZB_31	ZB_32	ZB_33	ZB_34	ZB_35	ZB_36	ZB_37	ZB_38	ZB_39	ZB_40	ZB_41	ZB_42	ZB_43	ZB_44	ZB_45	ZB_46	ZB_47	ZB_48	ZB_49	ZB_50	ZB_51	ZB_52	ZB_53	ZB_54	ZB_55	ZB_56	ZB_57	ZB_58	ZB_59	ZB_60	ZB_61	ZB_62	ZB_63
ZB_1	0	0.627732397445744	0.400699163500812	0.621677299911969	0.588025159091149	0.474762749787825	0.552348083542904	0.571582384168681	0.627732397445744	0.305295659772794	0.572908108108108	0.303976899855624	0.353244145902131	0.589674178015722	0.319759020632383	0.627732397445744	0.41821214053519	0.483508101203003	0.461295264523309	0.850279357984559	0.335573237050905	0.391215005253075	0.627732397445744	0.552348083542904	0.441789515572042	0.427730423731833	0.277350035378286	0.389284319256977	0.49232254697286	0.470046465916564	0.521581664975416	0.412107292593572	0.250904457042109	0.428115610819257	0.502854646082144	0.393507730250888	0.601336941865024	0.505095758125668	0.455205359743664	0.627732397445744	0.329974429784187	0.461103716380385	0.552348083542904	0.305295659772794	0.471969034225587	0.500101737327209	0.237054701986031	0.374819194616874	0.552348083542904	0.627732397445744	0.552348083542904	0.410175055184732	0.285866588989222	0.362725090806412	0.464892959341949	0.470135549255684	0.421064547263563	0.521581664975416	0.456814546832362	0.627732397445744	0.754194955401443	0.597002870577099	0.627732397445744
ZB_2	0.627732397445744	0	0.657269240893771	0.673067846035472	0.573293613286524	0.82670218736907	0.706390476353922	0.632186165608246	0	0.472861509149367	0.560011834422506	0.611783139715039	0.64325663108241	0.673025562762304	0.691903189246499	0	0.600605209829744	0.720536785147765	0.845337077264438	1	0.503681224633186	0.48042719798765	0	0.706390476353922	0.622161273251811	0.827903471448085	0.594477898156856	0.416207584830339	0.638262101332112	0.844004283798064	0.205683620483629	0.827238231087189	0.718475210080471	0.717595077997366	0.278673387359593	0.669879985284028	0.647435763344141	0.806578552647832	0.337533546835872	0	0.690884648229097	0.389139515455305	0.706390476353922	0.472861509149367	0.48143682848126	0.581710114583512	0.578092932527655	0.656821094848259	0.706390476353922	0	0.706390476353922	0.663526633695476	0.48645784996133	0.695078158005915	0.838989959824609	0.346794026796781	0.828165845590685	0.205683620483629	0.844081394604514	0	0.308492888402626	0.591013508048208	0
ZB_3	0.400699163500812	0.657269240893771	0	0.547673767708992	0.618934431830384	0.49631899369964	0.181850263605351	0.441558575624158	0.657269240893771	0.613751680373688	0.557951079017864	0.568968466670468	0.621402397273158	0.469444431121066	0.510899318396055	0.657269240893771	0.266604530914098	0.532760700752749	0.405752957414674	0.707483611553721	0.626958973574348	0.339179301118858	0.657269240893771	0.181850263605351	0.365415163117832	0.489853894618153	0.586579188457478	0.44437248738399	0.429640602660253	0.414504158807929	0.559540830283729	0.350492612811941	0.331910407798434	0.406659330136702	0.543716781982868	0.0698154548352655	0.523279405628115	0.252285674018104	0.562835231376888	0.657269240893771	0.342030891597579	0.416845169582071	0.181850263605351	0.613751680373688	0.306878771142918	0.13240873124429	0.506811820420869	0.631599178500434	0.181850263605351	0.657269240893771	0.181850263605351	0.0189009836065574	0.619495425116379	0.420933000119005	0.44613061041617	0.565994649632289	0.337993189338013	0.559540830283729	0.400810262351582	0.657269240893771	0.773697874998064	0.512988990456331	0.657269240893771
ZB_4	0.621677299911969	0.673067846035472	0.547673767708992	0	0.593910507396058	0.636292560285754	0.580102490550252	0.276558335542749	0.673067846035472	0.788707687562649	0.640823024335895	0.722800305055388	0.645497078057604	0.28975017964537	0.462166551466415	0.673067846035472	0.547374776468853	0.408361643835616	0.519465438211893	0.805324618847846	0.796383158559579	0.428317962129809	0.673067846035472	0.580102490550252	0.645041104766533	0.568202475285186	0.742847328509809	0.574929813000792	0.349247861437008	0.52874783461851	0.70872673437293	0.607197397251179	0.632735324173953	0.610552835243869	0.747432212128369	0.539240642237542	0.234099143437559	0.545296413371713	0.75879673437053	0.673067846035472	0.57629134724931	0.596061420431103	0.580102490550252	0.788707687562649	0.364599364060432	0.471561113352158	0.670725171820498	0.656485815767187	0.580102490550252	0.673067846035472	0.580102490550252	0.531276594776388	0.792049857948482	0.701489430943533	0.497963955811635	0.760667711102498	0.596078200678471	0.70872673437293	0.515223804423893	0.673067846035472	0.617242736673177	0.234886678475723	0.673067846035472
ZB_5	0.588025159091149	0.573293613286524	0.618934431830384	0.593910507396058	0	0.612829314227937	0.784929180129438	0.54576490954611	0.573293613286524	0.588089785902222	0.288950477055884	0.478370683052601	0.576909162325312	0.490087143084177	0.444709303087058	0.573293613286524	0.534841467385026	0.565694336345076	0.65806135119805	0.938305189862712	0.608198266231456	0.441689272827833	0.573293613286524	0.784929180129438	0.552895748678289	0.615773856946604	0.521546005528963	0.497142934793687	0.339435676113613	0.654857602649109	0.4135076289495	0.614143738160933	0.621727959569579	0.629463268435302	0.47020996489333	0.652518736803026	0.449145873869749	0.562902032637824	0.504416814683245	0.573293613286524	0.594417153534619	0.398641021832764	0.784929180129438	0.588089785902222	0.615042902901499	0.678552951397362	0.624726733291693	0.538886132473332	0.784929180129438	0.573293613286524	0.784929180129438	0.625519811596775	0.596910274685056	0.590290406127735	0.642761332377707	0.509914439170622	0.616416447402363	0.4135076289495	0.65504309061595	0.573293613286524	0.472967197907003	0.497834573624497	0.573293613286524
ZB_6	0.474762749787825	0.82670218736907	0.49631899369964	0.636292560285754	0.612829314227937	0	0.620825233655124	0.671497338161389	0.82670218736907	0.60740054978297	0.628351725604385	0.456915851801187	0.363100386147418	0.63636921095798	0.520652521677149	0.82670218736907	0.5382033655902	0.525786600304802	0.11991502920871	0.840845129059117	0.575639823127429	0.695213375340112	0.82670218736907	0.620825233655124	0.476929520441166	0.101900170284328	0.454009477056509	0.704997847674746	0.647657994629392	0.1114491447	0.751863651096056	0.219780525293606	0.327695778850308	0.150644881944072	0.745093978780164	0.489153135184744	0.679385568211433	0.343376408803918	0.711883676643157	0.82670218736907	0.376370903164586	0.669896820970441	0.620825233655124	0.60740054978297	0.696835764154382	0.576061712603349	0.575162602708967	0.333227762009753	0.620825233655124	0.82670218736907	0.620825233655124	0.502876117386057	0.593858997316052	0.31395475099084	0.16387561220275	0.706113797765948	0.23135264845302	0.751863651096056	0.128895969788163	0.82670218736907	0.809738718370429	0.725789430323383	0.82670218736907
ZB_7	0.552348083542904	0.706390476353922	0.181850263605351	0.580102490550252	0.784929180129438	0.620825233655124	0	0.467315382107124	0.706390476353922	0.76768975209679	0.733494717173959	0.707491915053072	0.7493547828835	0.495982696315054	0.665030635921978	0.706390476353922	0.425893747863108	0.561537395482053	0.528638324625491	0.642465950382976	0.775633319490284	0.51151795848873	0.706390476353922	0	0.52155469244966	0.614360134573637	0.726300567348498	0.613798153803235	0.605184240816348	0.537389526018745	0.735084468439824	0.486812887296281	0.468230682282773	0.528176562645153	0.72556704558822	0.212994347376596	0.555195062119174	0.406906804511791	0.737065896178811	0.706390476353922	0.47515598456203	0.592388807738166	0	0.76768975209679	0.318047904260127	0.12468036177041	0.657198066778391	0.756105418455918	0	0.706390476353922	0	0.197314098360656	0.771144345158471	0.555845134674124	0.569015977626986	0.738966138072037	0.474890715441526	0.735084468439824	0.524717737969025	0.706390476353922	0.835429931295658	0.546482692340696	0.706390476353922
ZB_8	0.571582384168681	0.632186165608246	0.441558575624158	0.276558335542749	0.54576490954611	0.671497338161389	0.467315382107124	0	0.632186165608246	0.769622833843017	0.550146192694562	0.700626806080996	0.748531994234277	0.129995003104132	0.404656602036564	0.632186165608246	0.468576391565553	0.385075403016121	0.58534669099048	0.674375166075308	0.77871764848387	0.402291164081347	0.632186165608246	0.467315382107124	0.561830761905727	0.617080919454308	0.722073930655939	0.530211323202712	0.265670995024132	0.581461652134219	0.67671336227566	0.532089816889104	0.577232746535661	0.642574174736835	0.719672896299943	0.462106372612383	0.214972517072728	0.469951351907466	0.733603917803891	0.632186165608246	0.514208652862445	0.553242396586172	0.467315382107124	0.769622833843017	0.295227754166722	0.342635020336714	0.641777304993556	0.75615980869135	0.467315382107124	0.632186165608246	0.467315382107124	0.451754297065024	0.773590361943516	0.638731932629223	0.566793060232473	0.735884291247749	0.534845827099348	0.67671336227566	0.581686584880201	0.632186165608246	0.559985032024506	0.120431286549708	0.632186165608246
ZB_9	0.627732397445744	0	0.657269240893771	0.673067846035472	0.573293613286524	0.82670218736907	0.706390476353922	0.632186165608246	0	0.472861509149367	0.560011834422506	0.611783139715039	0.64325663108241	0.673025562762304	0.691903189246499	0	0.600605209829744	0.720536785147765	0.845337077264438	1	0.503681224633186	0.48042719798765	0	0.706390476353922	0.622161273251811	0.827903471448085	0.594477898156856	0.416207584830339	0.638262101332112	0.844004283798064	0.205683620483629	0.827238231087189	0.718475210080471	0.717595077997366	0.278673387359593	0.669879985284028	0.647435763344141	0.806578552647832	0.337533546835872	0	0.690884648229097	0.389139515455305	0.706390476353922	0.472861509149367	0.48143682848126	0.581710114583512	0.578092932527655	0.656821094848259	0.706390476353922	0	0.706390476353922	0.663526633695476	0.48645784996133	0.695078158005915	0.838989959824609	0.346794026796781	0.828165845590685	0.205683620483629	0.844081394604514	0	0.308492888402626	0.591013508048208	0
ZB_10	0.305295659772794	0.472861509149367	0.613751680373688	0.788707687562649	0.588089785902222	0.60740054978297	0.76768975209679	0.769622833843017	0.472861509149367	0	0.578189881072364	0.274315064324923	0.335351035605199	0.788687320468084	0.475816726082637	0.472861509149367	0.574916094728109	0.657936082065562	0.650642067913948	1	0.0615575912110051	0.511371834953791	0.472861509149367	0.76768975209679	0.528767193201827	0.610195730613397	0.240582589811684	0.393217888476325	0.63856087604857	0.647557775023693	0.322549914658834	0.608647961661756	0.479600075062297	0.539446699546963	0.284378511648189	0.60303470267574	0.776602466116376	0.717367704721475	0.264331340093489	0.472861509149367	0.495886635157644	0.444473377557597	0.76768975209679	0	0.657461955119938	0.708322351659551	0.208530239473265	0.361532160047974	0.76768975209679	0.472861509149367	0.76768975209679	0.619949584921794	0.02720650019171	0.434973583832832	0.635942271270808	0.24225687320476	0.610806089343649	0.322549914658834	0.647736256689947	0.472861509149367	0.651935061326559	0.751556877744723	0.472861509149367
