ZB_2	ZB_3	ZB_4	ZB_5	ZB_6	ZB_7	ZB_8	ZB_9	ZB_10	ZB_11	ZB_12	ZB_14	ZB_15	ZB_16	ZB_17	ZB_19	ZB_20	ZB_21	ZB_23	ZB_25	ZB_26	ZB_27	ZB_30	ZB_31	ZB_32	ZB_33	ZB_35	ZB_38	ZB_40	ZB_41	ZB_42	ZB_43	ZB_44	ZB_45	ZB_46	ZB_48	ZB_50	ZB_52	ZB_55	ZB_57	ZB_58	ZB_59	ZB_60	ZB_61	ZB_62	ZB_63	ZB_64
ZB_42	0.837273392194765	0.918613050806646	0.24616742916767	0.812553598026088	0.740348342563609	0.918613050806646	0.164780479974316	0.572437595312625	0.918613050806646	0.812553598026088	0.917284581948351	0.884559254968631	0.949448598552665	0.312785937876234	0.837273392194765	0.852658658044417	0.812553598026088	0.572437595312625	0.312785937876234	0.929703652653342	0.729271465741544	0.929703652653342	0.837865474928041	0.658961393370255	0.780904408422966	0.914088468422398	0.812553598026088	0.898265394622723	0.918613050806646	0.85429314830876	0	0.918613050806646	0.572437595312625	0.884559254968631	0.918613050806646	0.948519892036602	0.830958971019212	0.918613050806646	0.929703652653342	0.807375608776422	0.918613050806646	0.803809767322935	0.918613050806646	0.812553598026088	0.918613050806646	0	0.812553598026088
ZB_43	0.986756177838148	0	1	0.984744309206072	1	0	0.902556217566788	0.809648958137789	0	0.984744309206072	1	0.983560577811644	0.982324640914796	0.881569726699369	0.986756177838148	1	0.984744309206072	0.809648958137789	0.881569726699369	1	1	1	0.979268467215964	0.761355613085432	0.980469577611279	0.966212388790777	0.984744309206072	1	0	0.927369099634697	0.918613050806646	0	0.809648958137789	0.983560577811644	0	1	0.986242266362748	0	1	0.97106824925816	0	0.97045798857942	0	0.984744309206072	0	0.918613050806646	0.984744309206072
ZB_44	0.930424220260174	0.809648958137789	0.585527580242168	0.919854965622038	1	0.809648958137789	0.488083797808956	0	0.809648958137789	0.919854965622038	1	0.913636289943419	0.983560577811644	0.377832282177061	0.930424220260174	1	0.919854965622038	0	0.377832282177061	1	1	1	0.891087894338697	0.881569726699369	0.897397869758662	0.97045798857942	0.919854965622038	1	0.809648958137789	0.944511327569224	0.572437595312625	0.809648958137789	0	0.913636289943419	0.809648958137789	1	0.927724411158146	0.809648958137789	1	0.848008445560374	0.809648958137789	0.844802470574525	0.809648958137789	0.919854965622038	0.809648958137789	0.572437595312625	0.919854965622038
ZB_45	0.194386395695105	0.983560577811644	0.916206654670774	0.0720056569425429	0.962505993287518	0.983560577811644	0.900744152002196	0.913636289943419	0.983560577811644	0.0720056569425429	0.888480213644088	0	0.0699242878682252	0.877369346332108	0.194386395695105	0.896366569278841	0.0720056569425429	0.913636289943419	0.877369346332108	0.878725875861341	0.898899249807193	0.878725875861341	0.848935240117405	0.9463001438389	0.853521183618271	0.874820532328723	0.0720056569425429	0.89305526713934	0.983560577811644	0.878014773502625	0.884559254968631	0.983560577811644	0.913636289943419	0	0.983560577811644	0.895545297434964	0.163125474872463	0.983560577811644	0.878725875861341	0.823462871738734	0.983560577811644	0.821894442331055	0.983560577811644	0.0720056569425429	0.983560577811644	0.884559254968631	0.0720056569425429
ZB_46	0.986756177838148	0	1	0.984744309206072	1	0	0.902556217566788	0.809648958137789	0	0.984744309206072	1	0.983560577811644	0.982324640914796	0.881569726699369	0.986756177838148	1	0.984744309206072	0.809648958137789	0.881569726699369	1	1	1	0.979268467215964	0.761355613085432	0.980469577611279	0.966212388790777	0.984744309206072	1	0	0.927369099634697	0.918613050806646	0	0.809648958137789	0.983560577811644	0	1	0.986242266362748	0	1	0.97106824925816	0	0.97045798857942	0	0.984744309206072	0	0.918613050806646	0.984744309206072
ZB_48	0.792059349996765	1	0.972932124209948	0.900935970152473	0.935455470877927	1	0.973546394521284	1	1	0.900935970152473	0.20221751451289	0.895545297434964	0.890158897165198	0.943705907760234	0.792059349996765	0.462976476648352	0.900935970152473	1	0.943705907760234	0.344012634666366	0.671020200736882	0.344012634666366	0.275050602114044	0.937207248199995	0.317051561085537	0.204951743803466	0.900935970152473	0.634863782503243	1	0.645015354244352	0.948519892036602	1	1	0.895545297434964	1	0	0.908107026756689	1	0.344012634666366	0.271276204486944	1	0.289027828858649	1	0.900935970152473	1	0.948519892036602	0.900935970152473
ZB_50	0.206847173661412	0.986242266362748	0.87257136654727	0.0981900575274069	0.956108216650385	0.986242266362748	0.858813632910018	0.927724411158146	0.986242266362748	0.0981900575274069	0.892251427593729	0.163125474872463	0.221643330077065	0.883832627808531	0.206847173661412	0.773046080993545	0.0981900575274069	0.927724411158146	0.883832627808531	0.895337047290293	0.860185546506212	0.895337047290293	0.773543385846462	0.942350483013134	0.743455863965992	0.890914729345339	0.0981900575274069	0.909240820231367	0.986242266362748	0.896476630455306	0.830958971019212	0.986242266362748	0.927724411158146	0.163125474872463	0.986242266362748	0.908107026756689	0	0.986242266362748	0.895337047290293	0.845985695791507	0.986242266362748	0.844793292982869	0.986242266362748	0.0981900575274069	0.986242266362748	0.830958971019212	0.0981900575274069
ZB_52	0.986756177838148	0	1	0.984744309206072	1	0	0.902556217566788	0.809648958137789	0	0.984744309206072	1	0.983560577811644	0.982324640914796	0.881569726699369	0.986756177838148	1	0.984744309206072	0.809648958137789	0.881569726699369	1	1	1	0.979268467215964	0.761355613085432	0.980469577611279	0.966212388790777	0.984744309206072	1	0	0.927369099634697	0.918613050806646	0	0.809648958137789	0.983560577811644	0	1	0.986242266362748	0	1	0.97106824925816	0	0.97045798857942	0	0.984744309206072	0	0.918613050806646	0.984744309206072
ZB_55	0.852610889530005	1	0.962440419447092	0.885932455922523	0.902853120212017	1	0.96361285555966	1	1	0.885932455922523	0.221709161480292	0.878725875861341	0.871404375638639	0.920409824942326	0.852610889530005	0.724781078296703	0.885932455922523	1	0.920409824942326	0	0.78081109016842	0	0.524442354480587	0.906767873465008	0.551994452897783	0.224950851354503	0.885932455922523	0.751353588302238	1	0.759754756589251	0.929703652653342	1	1	0.878725875861341	1	0.344012634666366	0.895337047290293	1	0	0.336338735448528	1	0.322340053606806	1	0.885932455922523	1	0.929703652653342	0.885932455922523
ZB_57	0.717118194043747	0.97106824925816	0.858903581974579	0.833174331329525	0.934719091743885	0.97106824925816	0.832866863525485	0.848008445560374	0.97106824925816	0.833174331329525	0.441858232951001	0.823462871738734	0.875922885118288	0.786487464173415	0.717118194043747	0.628575280725746	0.833174331329525	0.848008445560374	0.786487464173415	0.336338735448528	0.838637482655208	0.336338735448528	0.283433174541514	0.906503046998915	0.324948477436006	0.404830207184014	0.833174331329525	0.823219320828736	0.97106824925816	0.798357239181071	0.807375608776422	0.97106824925816	0.848008445560374	0.823462871738734	0.97106824925816	0.271276204486944	0.845985695791507	0.97106824925816	0.336338735448528	0	0.97106824925816	0.299080544317764	0.97106824925816	0.833174331329525	0.97106824925816	0.807375608776422	0.833174331329525
ZB_58	0.986756177838148	0	1	0.984744309206072	1	0	0.902556217566788	0.809648958137789	0	0.984744309206072	1	0.983560577811644	0.982324640914796	0.881569726699369	0.986756177838148	1	0.984744309206072	0.809648958137789	0.881569726699369	1	1	1	0.979268467215964	0.761355613085432	0.980469577611279	0.966212388790777	0.984744309206072	1	0	0.927369099634697	0.918613050806646	0	0.809648958137789	0.983560577811644	0	1	0.986242266362748	0	1	0.97106824925816	0	0.97045798857942	0	0.984744309206072	0	0.918613050806646	0.984744309206072
ZB_59	0.804287347150036	0.97045798857942	0.856230867847518	0.83177440105706	0.933376877857609	0.97045798857942	0.829700949739672	0.844802470574525	0.97045798857942	0.83177440105706	0.176525714934825	0.821894442331055	0.874820532328723	0.782097520801976	0.804287347150036	0.642520079354379	0.83177440105706	0.844802470574525	0.782097520801976	0.322340053606806	0.66125951701944	0.322340053606806	0.298235570730511	0.904580694629824	0.338893276064639	0.125655518004895	0.83177440105706	0.622800372916909	0.97045798857942	0.593258361496329	0.803809767322935	0.97045798857942	0.844802470574525	0.821894442331055	0.97045798857942	0.289027828858649	0.844793292982869	0.97045798857942	0.322340053606806	0.299080544317764	0.97045798857942	0	0.97045798857942	0.83177440105706	0.97045798857942	0.803809767322935	0.83177440105706
ZB_60	0.986756177838148	0	1	0.984744309206072	1	0	0.902556217566788	0.809648958137789	0	0.984744309206072	1	0.983560577811644	0.982324640914796	0.881569726699369	0.986756177838148	1	0.984744309206072	0.809648958137789	0.881569726699369	1	1	1	0.979268467215964	0.761355613085432	0.980469577611279	0.966212388790777	0.984744309206072	1	0	0.927369099634697	0.918613050806646	0	0.809648958137789	0.983560577811644	0	1	0.986242266362748	0	1	0.97106824925816	0	0.97045798857942	0	0.984744309206072	0	0.918613050806646	0.984744309206072
ZB_61	0.131876599968654	0.984744309206072	0.858696796906736	0	0.951329231046986	0.984744309206072	0.843441106112808	0.919854965622038	0.984744309206072	0	0.883213370886795	0.0720056569425429	0.136895000526577	0.871184196669024	0.131876599968654	0.853872098997074	0	0.919854965622038	0.871184196669024	0.885932455922523	0.846171957232286	0.885932455922523	0.845931482870718	0.936073540253058	0.815843960990248	0.881764549068697	0	0.900144036341477	0.984744309206072	0.886100493047477	0.812553598026088	0.984744309206072	0.919854965622038	0.0720056569425429	0.984744309206072	0.900935970152473	0.0981900575274069	0.984744309206072	0.885932455922523	0.833174331329525	0.984744309206072	0.83177440105706	0.984744309206072	0	0.984744309206072	0.812553598026088	0
ZB_62	0.986756177838148	0	1	0.984744309206072	1	0	0.902556217566788	0.809648958137789	0	0.984744309206072	1	0.983560577811644	0.982324640914796	0.881569726699369	0.986756177838148	1	0.984744309206072	0.809648958137789	0.881569726699369	1	1	1	0.979268467215964	0.761355613085432	0.980469577611279	0.966212388790777	0.984744309206072	1	0	0.927369099634697	0.918613050806646	0	0.809648958137789	0.983560577811644	0	1	0.986242266362748	0	1	0.97106824925816	0	0.97045798857942	0	0.984744309206072	0	0.918613050806646	0.984744309206072
ZB_63	0.837273392194765	0.918613050806646	0.24616742916767	0.812553598026088	0.740348342563609	0.918613050806646	0.164780479974316	0.572437595312625	0.918613050806646	0.812553598026088	0.917284581948351	0.884559254968631	0.949448598552665	0.312785937876234	0.837273392194765	0.852658658044417	0.812553598026088	0.572437595312625	0.312785937876234	0.929703652653342	0.729271465741544	0.929703652653342	0.837865474928041	0.658961393370255	0.780904408422966	0.914088468422398	0.812553598026088	0.898265394622723	0.918613050806646	0.85429314830876	0	0.918613050806646	0.572437595312625	0.884559254968631	0.918613050806646	0.948519892036602	0.830958971019212	0.918613050806646	0.929703652653342	0.807375608776422	0.918613050806646	0.803809767322935	0.918613050806646	0.812553598026088	0.918613050806646	0	0.812553598026088
ZB_64	0.131876599968654	0.984744309206072	0.858696796906736	0	0.951329231046986	0.984744309206072	0.843441106112808	0.919854965622038	0.984744309206072	0	0.883213370886795	0.0720056569425429	0.136895000526577	0.871184196669024	0.131876599968654	0.853872098997074	0	0.919854965622038	0.871184196669024	0.885932455922523	0.846171957232286	0.885932455922523	0.845931482870718	0.936073540253058	0.815843960990248	0.881764549068697	0	0.900144036341477	0.984744309206072	0.886100493047477	0.812553598026088	0.984744309206072	0.919854965622038	0.0720056569425429	0.984744309206072	0.900935970152473	0.0981900575274069	0.984744309206072	0.885932455922523	0.833174331329525	0.984744309206072	0.83177440105706	0.984744309206072	0	0.984744309206072	0.812553598026088	0
