ZB_2	ZB_3	ZB_4	ZB_5	ZB_6	ZB_7	ZB_8	ZB_9	ZB_10	ZB_11	ZB_12	ZB_13	ZB_14	ZB_15	ZB_16	ZB_17	ZB_19	ZB_20	ZB_21	ZB_23	ZB_25	ZB_26	ZB_27	ZB_28	ZB_30	ZB_31	ZB_32	ZB_33	ZB_35	ZB_37	ZB_38	ZB_40	ZB_41	ZB_42	ZB_43	ZB_44	ZB_45	ZB_46	ZB_50	ZB_52	ZB_53	ZB_54	ZB_55	ZB_57	ZB_58	ZB_59	ZB_60	ZB_61	ZB_62	ZB_63	ZB_64
ZB_38	0.82024694726789	0.590114464099896	0.588709677419355	0.906786156476623	0.0420981708382202	0.880565788875244	0.622718052738337	0.588709677419355	0.622718052738337	0.902458586544097	0.0779656607700312	0.0779656607700312	0.797372636975328	0.795047964739435	0.605470017218576	0.805988464842312	0.0881517718649326	0.805988464842312	0.588709677419355	0.491232019449384	0.419510926118626	0.0779656607700312	0.419510926118626	0.920399773178339	0.727914268928857	0.628794815806156	0.101659266183688	0.0468315454906635	0.902458586544097	0.588709677419355	0	0.588709677419355	0.0670687045265882	0.630521149801355	0.590114464099896	0.590114464099896	0.801526525898215	0.619585917281117	0.902458586544097	0.914873940661906	0.613994823966014	0.0779656607700312	0.745831749697017	0.0826870301873285	0.588709677419355	0.167828884036534	0.605470017218576	0.906786156476623	0.594667013527575	0.644103279832519	0.82024694726789
ZB_40	0.757975629171514	0.00341555977229601	0	0.892434344808818	0.606817557956729	0.855835742780807	0.179766536964981	0	0.179766536964981	0.886630095729805	0.666675338189386	0.666675338189386	0.714595180070403	0.709961474958723	0.0936192168778306	0.731396534148828	0.628182794415941	0.731396534148828	0	0.446893366918556	0.795412177319979	0.666675338189386	0.795412177319979	0.905192064162094	0.888093771898159	0.207955513250839	0.630521149801355	0.608760429082241	0.886630095729805	0	0.588709677419355	0	0.619585917281117	0.21577380952381	0.00341555977229601	0.00341555977229601	0.72276776320404	0.149879965080751	0.886630095729805	0.897247739999268	0.137385421213444	0.666675338189386	0.908115628159803	0.622718052738337	0	0.699161794745369	0.0936192168778306	0.892434344808818	0.0144845034788109	0.274537695590327	0.757975629171514
ZB_41	0.794221979671192	0.620904341032277	0.619585917281117	0.893290489947527	0.10410650137353	0.884506099375186	0.649258267113882	0.619585917281117	0.649258267113882	0.888336366721165	0.129784674310688	0.129784674310688	0.768035885933996	0.804401315624294	0.634171538587965	0.777899128727451	0.135380368375798	0.777899128727451	0.619585917281117	0.439704657497242	0.452134842495519	0.129784674310688	0.452134842495519	0.921670654046551	0.734271229580589	0.575051067126858	0.0481654592194438	0.10827296097219	0.888336366721165	0.619585917281117	0.0670687045265882	0.619585917281117	0	0.577027342837111	0.620904341032277	0.620904341032277	0.772791182304351	0.555623757028162	0.888336366721165	0.916325785516836	0.558108306069632	0.129784674310688	0.749936501665067	0.139837471580037	0.619585917281117	0.103890279023653	0.634171538587965	0.893290489947527	0.617447027916227	0.592575917880377	0.794221979671192
ZB_42	0.691384483497642	0.218452380952381	0.21577380952381	0.862838481426044	0.645318866353015	0.861354076837789	0.190474005414583	0.21577380952381	0.190474005414583	0.855437237818651	0.700560878709979	0.700560878709979	0.67973159522603	0.731396534148828	0.274537695590327	0.657492354740061	0.608018368862976	0.657492354740061	0.21577380952381	0.294710327455919	0.820133892608128	0.700560878709979	0.820133892608128	0.908550488599349	0.877313156741796	0.158996007892443	0.528861883617668	0.588969385370414	0.855437237818651	0.21577380952381	0.630521149801355	0.21577380952381	0.577027342837111	0	0.218452380952381	0.218452380952381	0.688617057424397	0.102232142857143	0.855437237818651	0.901180901427289	0.0908730158730159	0.700560878709979	0.910895220345348	0.602863381581613	0.21577380952381	0.65488598248655	0.274537695590327	0.862838481426044	0.227132936507937	0.074932317716698	0.691384483497642
ZB_43	0.758802277876431	0	0.00341555977229601	0.892801741733569	0.606287013668507	0.855764477562753	0.182568093385214	0.00341555977229601	0.182568093385214	0.88701731741422	0.666206429427395	0.666206429427395	0.715569997292174	0.71095211887727	0.0967150146190449	0.732313965341488	0.629471423457821	0.732313965341488	0.00341555977229601	0.448782535684299	0.795062509890805	0.666206429427395	0.795062509890805	0.905148822595358	0.888475994309133	0.210660788537648	0.631783126898808	0.60823511860361	0.88701731741422	0.00341555977229601	0.590114464099896	0.00341555977229601	0.620904341032277	0.218452380952381	0	0	0.723714666479624	0.15282627673505	0.88701731741422	0.897196946117651	0.140331732867743	0.666206429427395	0.908080032713264	0.624006681780217	0.00341555977229601	0.698779885746526	0.0967150146190449	0.892801741733569	0.0179000632511069	0.277015555453586	0.758802277876431
ZB_44	0.758802277876431	0	0.00341555977229601	0.892801741733569	0.606287013668507	0.855764477562753	0.182568093385214	0.00341555977229601	0.182568093385214	0.88701731741422	0.666206429427395	0.666206429427395	0.715569997292174	0.71095211887727	0.0967150146190449	0.732313965341488	0.629471423457821	0.732313965341488	0.00341555977229601	0.448782535684299	0.795062509890805	0.666206429427395	0.795062509890805	0.905148822595358	0.888475994309133	0.210660788537648	0.631783126898808	0.60823511860361	0.88701731741422	0.00341555977229601	0.590114464099896	0.00341555977229601	0.620904341032277	0.218452380952381	0	0	0.723714666479624	0.15282627673505	0.88701731741422	0.897196946117651	0.140331732867743	0.666206429427395	0.908080032713264	0.624006681780217	0.00341555977229601	0.698779885746526	0.0967150146190449	0.892801741733569	0.0179000632511069	0.277015555453586	0.758802277876431
ZB_45	0.126997734370216	0.723714666479624	0.72276776320404	0.612001632875221	0.781704285821889	0.732332512446725	0.703652735304111	0.72276776320404	0.703652735304111	0.591065218170736	0.839149865675764	0.839149865675764	0.0286350564634916	0.0441537490355615	0.694132706740548	0.0311247026843357	0.788759356976316	0.0311247026843357	0.72276776320404	0.695952841540875	0.911139473286947	0.839149865675764	0.911139473286947	0.767716535433071	0.784481384771922	0.649978957704987	0.77508896797153	0.806651122837158	0.591065218170736	0.72276776320404	0.801526525898215	0.72276776320404	0.772791182304351	0.688617057424397	0.723714666479624	0.723714666479624	0	0.682629585466788	0.591065218170736	0.766840247333389	0.678614014168479	0.839149865675764	0.800612470089391	0.785949196220395	0.72276776320404	0.787039594265485	0.694132706740548	0.612001632875221	0.72678333450235	0.660873258579681	0.126997734370216
ZB_46	0.722934909068642	0.15282627673505	0.149879965080751	0.8768607973874	0.635439412082365	0.861130489222789	0.285045656862295	0.149879965080751	0.285045656862295	0.870216198773798	0.68540843133885	0.68540843133885	0.673273761169781	0.72678333450235	0.21942788437453	0.692507645259939	0.64744082907182	0.692507645259939	0.149879965080751	0.366813602015113	0.809210914019683	0.68540843133885	0.809210914019683	0.90698945659646	0.891645861874726	0.0932818997044236	0.577027342837111	0.637134844589857	0.870216198773798	0.149879965080751	0.619585917281117	0.149879965080751	0.555623757028162	0.102232142857143	0.15282627673505	0.15282627673505	0.682629585466788	0	0.870216198773798	0.899355625061614	0.0124945438673069	0.68540843133885	0.909599537167692	0.649258267113882	0.149879965080751	0.638095462914877	0.21942788437453	0.8768607973874	0.139123708492182	0.169503969164411	0.722934909068642
ZB_50	0.531576494209602	0.88701731741422	0.886630095729805	0.370343187455907	0.892716784403245	0.21667921551755	0.861783370979886	0.886630095729805	0.861783370979886	0	0.920948884844372	0.920948884844372	0.602775088738303	0.609121221899537	0.874920225162239	0.577928363988383	0.882493753277601	0.577928363988383	0.886630095729805	0.850983958535618	0.958304892655222	0.920948884844372	0.958304892655222	0.55872078468856	0.584967287317157	0.856864221433437	0.875620816238393	0.891489033531789	0	0.886630095729805	0.902458586544097	0.886630095729805	0.888336366721165	0.855437237818651	0.88701731741422	0.88701731741422	0.591065218170736	0.870216198773798	0	0.249134129289018	0.868574092001004	0.920948884844372	0.609307741161527	0.881080914335071	0.886630095729805	0.895338865410124	0.874920225162239	0.370343187455907	0.888272202502599	0.843727367251085	0.531576494209602
ZB_52	0.78071062349862	0.897196946117651	0.897247739999268	0.568011651987893	0.915880779919252	0.0414324685548985	0.900405296345238	0.897247739999268	0.900405296345238	0.249134129289018	0.912895094046926	0.912895094046926	0.76390068403255	0.762276412652265	0.898760423709714	0.770052108789317	0.916912058479705	0.770052108789317	0.897247739999268	0.908000589844838	0.946288292921668	0.912895094046926	0.946288292921668	0.467747136428001	0.553530162351599	0.90100755445466	0.917591288012211	0.916005983545251	0.249134129289018	0.897247739999268	0.914873940661906	0.897247739999268	0.916325785516836	0.901180901427289	0.897196946117651	0.897196946117651	0.766840247333389	0.899355625061614	0.249134129289018	0	0.899561756551292	0.912895094046926	0.540481983126959	0.917052597369024	0.897247739999268	0.915612131413628	0.898760423709714	0.568011651987893	0.897031990684283	0.902580785079159	0.78071062349862
ZB_53	0.71942930622742	0.140331732867743	0.137385421213444	0.875302762280582	0.630062689300556	0.859082371880869	0.274537695590327	0.137385421213444	0.274537695590327	0.868574092001004	0.687167342155379	0.687167342155379	0.669139814062641	0.72276776320404	0.207955513250839	0.688617057424397	0.649258267113882	0.688617057424397	0.137385421213444	0.358802127064092	0.810489653759475	0.687167342155379	0.810489653759475	0.9071655313802	0.890053339082178	0.0818095285807324	0.571675625146062	0.631783126898808	0.868574092001004	0.137385421213444	0.613994823966014	0.137385421213444	0.558108306069632	0.0908730158730159	0.140331732867743	0.140331732867743	0.678614014168479	0.0124945438673069	0.868574092001004	0.899561756551292	0	0.687167342155379	0.909745359771775	0.644103279832519	0.137385421213444	0.640041323284262	0.207955513250839	0.875302762280582	0.149879965080751	0.158996007892443	0.71942930622742
ZB_54	0.854321577188076	0.666206429427395	0.666675338189386	0.924456105182478	0.114345685799245	0.902834652834653	0.694236964562701	0.666675338189386	0.694236964562701	0.920948884844372	0	0	0.835783402755527	0.833899403681618	0.68025852818606	0.842765983556265	0.149558498896247	0.842765983556265	0.666675338189386	0.55869707133692	0.370425754027594	0	0.370425754027594	0.918672103010508	0.749127612737916	0.699161794745369	0.171698995092311	0.118727932766423	0.920948884844372	0.666675338189386	0.0779656607700312	0.666675338189386	0.129784674310688	0.700560878709979	0.666206429427395	0.666206429427395	0.839149865675764	0.68540843133885	0.920948884844372	0.912895094046926	0.687167342155379	0	0.740249175522169	0.154205942011693	0.666675338189386	0.104839117037935	0.68025852818606	0.924456105182478	0.664677710606893	0.711568331720055	0.854321577188076
ZB_55	0.810364954896527	0.908080032713264	0.908115628159803	0.328931077177053	0.748677548820785	0.539110579924722	0.910343428123601	0.908115628159803	0.910343428123601	0.609307741161527	0.740249175522169	0.740249175522169	0.798573405727669	0.797450817400942	0.90917918911256	0.802851433685165	0.751596195762635	0.802851433685165	0.908115628159803	0.865199752458227	0.836467570538659	0.740249175522169	0.836467570538659	0.187177277434586	0.0341805930109924	0.910771737767935	0.753520588051211	0.749031687024252	0.609307741161527	0.908115628159803	0.745831749697017	0.908115628159803	0.749936501665067	0.910895220345348	0.908080032713264	0.908080032713264	0.800612470089391	0.909599537167692	0.609307741161527	0.540481983126959	0.909745359771775	0.740249175522169	0	0.751994234214062	0.908115628159803	0.747917866871502	0.90917918911256	0.328931077177053	0.907964487350774	0.911895757409063	0.810364954896527
ZB_57	0.780851354116925	0.624006681780217	0.622718052738337	0.886356936501386	0.0450065624627133	0.883622504376343	0.540031022551008	0.622718052738337	0.540031022551008	0.881080914335071	0.154205942011693	0.154205942011693	0.805988464842312	0.779124246568404	0.583748955971841	0.763467910173027	0.0054647416776041	0.763467910173027	0.622718052738337	0.413231884384215	0.46750984369407	0.154205942011693	0.46750984369407	0.909993562472011	0.71820420958352	0.607343043018256	0.0934425860477681	0.0402577258083761	0.881080914335071	0.622718052738337	0.0826870301873285	0.622718052738337	0.139837471580037	0.602863381581613	0.624006681780217	0.624006681780217	0.785949196220395	0.649258267113882	0.881080914335071	0.917052597369024	0.644103279832519	0.154205942011693	0.751994234214062	0	0.622718052738337	0.165387299371947	0.583748955971841	0.886356936501386	0.628182794415941	0.56610314476735	0.780851354116925
ZB_58	0.757975629171514	0.00341555977229601	0	0.892434344808818	0.606817557956729	0.855835742780807	0.179766536964981	0	0.179766536964981	0.886630095729805	0.666675338189386	0.666675338189386	0.714595180070403	0.709961474958723	0.0936192168778306	0.731396534148828	0.628182794415941	0.731396534148828	0	0.446893366918556	0.795412177319979	0.666675338189386	0.795412177319979	0.905192064162094	0.888093771898159	0.207955513250839	0.630521149801355	0.608760429082241	0.886630095729805	0	0.588709677419355	0	0.619585917281117	0.21577380952381	0.00341555977229601	0.00341555977229601	0.72276776320404	0.149879965080751	0.886630095729805	0.897247739999268	0.137385421213444	0.666675338189386	0.908115628159803	0.622718052738337	0	0.699161794745369	0.0936192168778306	0.892434344808818	0.0144845034788109	0.274537695590327	0.757975629171514
ZB_59	0.807126452463788	0.698779885746526	0.699161794745369	0.899982312363658	0.128382349483979	0.905799925010476	0.674808094905792	0.699161794745369	0.674808094905792	0.895338865410124	0.104839117037935	0.104839117037935	0.807539732355821	0.818649727585428	0.660820361109154	0.791827218063566	0.161062587681586	0.791827218063566	0.699161794745369	0.465254485289152	0.436429762085164	0.104839117037935	0.436429762085164	0.908514164195134	0.756288248641958	0.601699889648048	0.145465186952705	0.201176497103834	0.895338865410124	0.699161794745369	0.167828884036534	0.699161794745369	0.103890279023653	0.65488598248655	0.698779885746526	0.698779885746526	0.787039594265485	0.638095462914877	0.895338865410124	0.915612131413628	0.640041323284262	0.104839117037935	0.747917866871502	0.165387299371947	0.699161794745369	0	0.660820361109154	0.899982312363658	0.697535527123365	0.618125745672287	0.807126452463788
ZB_60	0.732977160002449	0.0967150146190449	0.0936192168778306	0.881323989658457	0.566066927856662	0.857958079783637	0.0950453955901427	0.0936192168778306	0.0950453955901427	0.874920225162239	0.68025852818606	0.68025852818606	0.72276776320404	0.68000366905155	0	0.703652735304111	0.589213697649445	0.703652735304111	0.0936192168778306	0.389763504058214	0.805450393606154	0.68025852818606	0.805450393606154	0.891405656395103	0.889372480967309	0.126145984670107	0.644103279832519	0.624006681780217	0.874920225162239	0.0936192168778306	0.605470017218576	0.0936192168778306	0.634171538587965	0.274537695590327	0.0967150146190449	0.0967150146190449	0.694132706740548	0.21942788437453	0.874920225162239	0.898760423709714	0.207955513250839	0.68025852818606	0.90917918911256	0.583748955971841	0.0936192168778306	0.660820361109154	0	0.881323989658457	0.106747692484091	0.199605377873629	0.732977160002449
ZB_61	0.555558579398558	0.892801741733569	0.892434344808818	0	0.897476563881847	0.542261213900457	0.868859708803919	0.892434344808818	0.868859708803919	0.370343187455907	0.924456105182478	0.924456105182478	0.623111988025582	0.629133215403456	0.881323989658457	0.599537352020683	0.887707092742173	0.599537352020683	0.892434344808818	0.858276267956897	0.960231913965815	0.924456105182478	0.960231913965815	0.225268744046809	0.300459878544897	0.864192407130222	0.881139083780437	0.896303284004481	0.370343187455907	0.892434344808818	0.906786156476623	0.892434344808818	0.893290489947527	0.862838481426044	0.892801741733569	0.892801741733569	0.612001632875221	0.8768607973874	0.370343187455907	0.568011651987893	0.875302762280582	0.924456105182478	0.328931077177053	0.886356936501386	0.892434344808818	0.899982312363658	0.881323989658457	0	0.893992379915635	0.851728126275684	0.555558579398558
ZB_62	0.761481232012736	0.0179000632511069	0.0144845034788109	0.893992379915635	0.612532128864822	0.857931047103173	0.191647211413748	0.0144845034788109	0.191647211413748	0.888272202502599	0.664677710606893	0.664677710606893	0.718729127177543	0.714162538983673	0.106747692484091	0.73528712198437	0.626139744697188	0.73528712198437	0.0144845034788109	0.454904841869577	0.793921069382559	0.664677710606893	0.793921069382559	0.905008416440395	0.889714678048401	0.21942788437453	0.635872867492405	0.614446762018276	0.888272202502599	0.0144845034788109	0.594667013527575	0.0144845034788109	0.617447027916227	0.227132936507937	0.0179000632511069	0.0179000632511069	0.72678333450235	0.139123708492182	0.888272202502599	0.897031990684283	0.149879965080751	0.664677710606893	0.907964487350774	0.628182794415941	0.0144845034788109	0.697535527123365	0.106747692484091	0.893992379915635	0	0.285045656862295	0.761481232012736
ZB_63	0.666386014328577	0.277015555453586	0.274537695590327	0.851728126275684	0.608558629538753	0.863318152244632	0.115541687697885	0.274537695590327	0.115541687697885	0.843727367251085	0.711568331720055	0.711568331720055	0.688617057424397	0.703652735304111	0.199605377873629	0.629748555895345	0.571258132048713	0.629748555895345	0.274537695590327	0.237580464595578	0.827938988095238	0.711568331720055	0.827938988095238	0.895252442996743	0.878690779068968	0.0840636901757445	0.546181032348108	0.604078968102109	0.843727367251085	0.274537695590327	0.644103279832519	0.274537695590327	0.592575917880377	0.074932317716698	0.277015555453586	0.277015555453586	0.660873258579681	0.169503969164411	0.843727367251085	0.902580785079159	0.158996007892443	0.711568331720055	0.911895757409063	0.56610314476735	0.274537695590327	0.618125745672287	0.199605377873629	0.851728126275684	0.285045656862295	0	0.666386014328577
ZB_64	0	0.758802277876431	0.757975629171514	0.555558579398558	0.802294381153785	0.748255709727152	0.704932337272672	0.757975629171514	0.704932337272672	0.531576494209602	0.854321577188076	0.854321577188076	0.151996203539281	0.16554405731431	0.732977160002449	0.0989529116404384	0.78345498783455	0.0989529116404384	0.757975629171514	0.697802121611315	0.920222268767788	0.854321577188076	0.920222268767788	0.780827323445367	0.781893756264371	0.694430837058355	0.770789276212566	0.800031834822748	0.531576494209602	0.757975629171514	0.82024694726789	0.757975629171514	0.794221979671192	0.691384483497642	0.758802277876431	0.758802277876431	0.126997734370216	0.722934909068642	0.531576494209602	0.78071062349862	0.71942930622742	0.854321577188076	0.810364954896527	0.780851354116925	0.757975629171514	0.807126452463788	0.732977160002449	0.555558579398558	0.761481232012736	0.666386014328577	0
