ZB_1	ZB_2	ZB_3	ZB_4	ZB_5	ZB_6	ZB_7	ZB_8	ZB_9	ZB_10	ZB_11	ZB_12	ZB_13	ZB_14	ZB_15	ZB_16	ZB_17	ZB_18	ZB_19	ZB_20	ZB_21	ZB_22	ZB_23	ZB_24	ZB_25	ZB_26	ZB_27	ZB_29	ZB_30	ZB_31	ZB_32	ZB_33	ZB_34	ZB_35	ZB_36	ZB_37	ZB_38	ZB_39	ZB_40	ZB_41	ZB_43	ZB_44	ZB_45	ZB_46	ZB_47	ZB_48	ZB_49	ZB_50	ZB_51	ZB_52	ZB_53	ZB_54	ZB_55	ZB_57	ZB_59	ZB_60	ZB_61	ZB_62	ZB_64
ZB_11	0.621510382836968	0.0116665052433237	0.764977192489143	0.716561598512832	0.0116665052433237	0.635361915837757	0.596470408493191	0.70295030825958	0.195998595998596	0.0116665052433237	0	0.534414533991456	0.503210652016062	0.713227129983941	0.703891592408713	0.213602639820089	0.421378201162935	0.713227129983941	0.648084455020946	0.299207731640164	0.845590295848513	0.693896020138557	0.0116665052433237	0.764684951004544	0.608541747090939	0.588121543920419	0.395999806286019	0.675991880818164	0.646699620174017	0.0116665052433237	0.63030585141012	0.576424034699715	0.626679970067348	0.0116665052433237	0.557154666188363	0.706015114728311	0.635517857773242	0.0116665052433237	0.83979896992856	0.548029321405263	0.769369914882365	0.845590295848513	0.710180453952216	0.768527172930538	0.861623751414453	0.337551049314228	0.760106355413642	0.0116665052433237	0.559835519176511	0.766769757851983	0.891800602996849	0.614653970930982	0.611615325691462	0.621744850210654	0.600598541275434	0.891800602996849	0.0116665052433237	0.685294605187875	0.197182401673877
ZB_12	0.579680103434613	0.531841594895001	0.540899481892625	0.505448206830145	0.531841594895001	0.217755432956292	0.285040240588046	0.498328301508003	0.594818335121877	0.531841594895001	0.534414533991456	0	0.246060574287383	0.512006249108075	0.499572521200638	0.410205826538486	0.216356009453769	0.512006249108075	0.257067871396346	0.36928747632353	0.923193952693688	0.474710153129699	0.531841594895001	0.540417496145605	0.173588898692991	0.281233286352918	0.230429795841762	0.463408792461245	0.254144333873572	0.531841594895001	0.282950457379283	0.241004914438892	0.199047937197261	0.531841594895001	0.365658295594895	0.502385784858117	0.29154582186857	0.531841594895001	0.921787550897912	0.290933453988584	0.548166805151641	0.923193952693688	0.507929655548487	0.546769288872393	0.8904594081705	0.421929043989631	0.532890410039595	0.531841594895001	0.368904966463185	0.543859994036443	0.881019365316317	0.261868543617056	0.235974013059763	0.326702362360874	0.29181862328122	0.881019365316317	0.531841594895001	0.463309061321592	0.582697919958362
ZB_13	0.559178353031748	0.509006447549144	0.655455792492829	0.64105285653227	0.509006447549144	0.261650759825101	0.413307285752948	0.629667109167011	0.48511902158223	0.509006447549144	0.503210652016062	0.246060574287383	0	0.639168663372985	0.630530124841686	0.564555547796942	0.178575134462065	0.639168663372985	0.291620187898168	0.339140126023404	0.866119310278461	0.620257361945852	0.509006447549144	0.655113873961591	0.279177309669929	0.272600969081999	0.192892823711584	0.605551477689782	0.288832618372876	0.509006447549144	0.333176757511751	0.327554744525547	0.244070840608631	0.509006447549144	0.489640871076017	0.632482416546084	0.326098138370392	0.509006447549144	0.902569228714352	0.393065945178508	0.648543045536799	0.866119310278461	0.636333523293917	0.647505422993492	0.928543803598453	0.396260813323632	0.649779281977177	0.509006447549144	0.492111003693513	0.657556828040951	0.942117390249818	0.398713234667694	0.235760988443554	0.361254678862696	0.404258032806264	0.942117390249818	0.509006447549144	0.612586014684965	0.469957871149386
ZB_14	0.355865903934038	0.719541193906094	0.245042271416703	0.0225687897478508	0.719541193906094	0.536396917026537	0.444108879406216	0.0464031191077307	0.726654591054758	0.719541193906094	0.713227129983941	0.512006249108075	0.639168663372985	0	0.104616336633663	0.580565072981048	0.578875383650973	0	0.515210951637292	0.49747675709677	0.885055758536629	0.120839858106165	0.719541193906094	0.235689523762693	0.460738019081233	0.593122483353949	0.673326537282306	0.154140168099453	0.513303241741662	0.719541193906094	0.490719642717638	0.416493553476125	0.551878280318723	0.719541193906094	0.389948608370831	0.0329040299127545	0.497899557446863	0.719541193906094	0.881876983008906	0.377377787682463	0.246141689031941	0.885055758536629	0.0140999009299799	0.242675069824628	0.897430017921688	0.707015579997371	0.207674349118569	0.719541193906094	0.393641676743249	0.235424913258076	0.819271404365594	0.351567874934724	0.484407814325363	0.478926246024213	0.449795680093403	0.819271404365594	0.719541193906094	0.154427790738551	0.702572879377771
ZB_15	0.327424769252331	0.71041120290504	0.277373796608513	0.100537034016337	0.71041120290504	0.557321699544765	0.467615802507737	0.124531970271881	0.717989017413054	0.71041120290504	0.703891592408713	0.499572521200638	0.630530124841686	0.104616336633663	0	0.566910885535322	0.583093394228223	0.104616336633663	0.535711187129719	0.481117731864412	0.880337054250098	0.12385428907168	0.71041120290504	0.259483849286364	0.483541747090939	0.595593729152768	0.664695122925286	0.130169437615548	0.533884148408993	0.71041120290504	0.512255540220307	0.441168243643918	0.547070943618374	0.71041120290504	0.415745802497056	0.0751540408559814	0.519131838472919	0.71041120290504	0.876888015014747	0.40370656309196	0.278020034788642	0.880337054250098	0.0922242995344869	0.282597487701107	0.893164891109645	0.699084738411937	0.241179360183933	0.71041120290504	0.419282702384274	0.267756438449885	0.811502676854306	0.378988072048474	0.51374639159321	0.500960849944214	0.473062125911703	0.811502676854306	0.71041120290504	0.120403989260708	0.662901337984532
ZB_16	0.678982851158529	0.206234265833168	0.656254881744618	0.573386713713782	0.206234265833168	0.538636712135696	0.497557283912894	0.565534160294981	0.339436312834841	0.206234265833168	0.213602639820089	0.410205826538486	0.564555547796942	0.580565072981048	0.566910885535322	0	0.49399317498456	0.580565072981048	0.561822959272204	0.402974278237559	0.873734728351251	0.539035209460415	0.206234265833168	0.655827448404226	0.512587547565213	0.478573166864551	0.474691126918757	0.526104677144072	0.560098673875376	0.206234265833168	0.539686466498268	0.472597145403891	0.527603140136963	0.206234265833168	0.448604471617628	0.57001675614677	0.546176039229656	0.206234265833168	0.869888475836431	0.437242323426879	0.66267969172163	0.873734728351251	0.576108994765053	0.661447094617725	0.887189901644567	0.304775727038721	0.649130779687232	0.206234265833168	0.45194245496543	0.658876693640902	0.800584252672097	0.505971133988421	0.516414521379914	0.529026993722003	0.502697304102575	0.800584252672097	0.206234265833168	0.525989832407048	0.342163251910544
ZB_17	0.476931700810206	0.417398931835758	0.645544466257585	0.572734218514465	0.417398931835758	0.385520736641579	0.379511648255496	0.566051189986829	0.502761711344483	0.417398931835758	0.421378201162935	0.216356009453769	0.178575134462065	0.578875383650973	0.583093394228223	0.49399317498456	0	0.578875383650973	0.40300500731266	0.21876124311478	0.905460588561148	0.560761512914164	0.417398931835758	0.645157860437996	0.335924143826173	0.404297916401501	0.151181542352693	0.550555684392672	0.400655751983899	0.417398931835758	0.372845108200307	0.281439158017223	0.370955672983962	0.417398931835758	0.463355218814899	0.585609960690143	0.437482957784884	0.417398931835758	0.903320733529182	0.391330342713444	0.651369839932603	0.905460588561148	0.575059558038281	0.65025016903313	0.915823565241937	0.480331576885654	0.639116208655127	0.417398931835758	0.466207915165004	0.647918432077212	0.932276418534477	0.305872753748795	0.35619209629213	0.416986209864411	0.385620251451004	0.932276418534477	0.417398931835758	0.5504654679436	0.494120881349516
ZB_18	0.355865903934038	0.719541193906094	0.245042271416703	0.0225687897478508	0.719541193906094	0.536396917026537	0.444108879406216	0.0464031191077307	0.726654591054758	0.719541193906094	0.713227129983941	0.512006249108075	0.639168663372985	0	0.104616336633663	0.580565072981048	0.578875383650973	0	0.515210951637292	0.49747675709677	0.885055758536629	0.120839858106165	0.719541193906094	0.235689523762693	0.460738019081233	0.593122483353949	0.673326537282306	0.154140168099453	0.513303241741662	0.719541193906094	0.490719642717638	0.416493553476125	0.551878280318723	0.719541193906094	0.389948608370831	0.0329040299127545	0.497899557446863	0.719541193906094	0.881876983008906	0.377377787682463	0.246141689031941	0.885055758536629	0.0140999009299799	0.242675069824628	0.897430017921688	0.707015579997371	0.207674349118569	0.719541193906094	0.393641676743249	0.235424913258076	0.819271404365594	0.351567874934724	0.484407814325363	0.478926246024213	0.449795680093403	0.819271404365594	0.719541193906094	0.154427790738551	0.702572879377771
ZB_19	0.687730844550209	0.652190079571652	0.372034654569793	0.526152053741851	0.652190079571652	0.0502559430851987	0.127906472323443	0.53770667559059	0.635268709253613	0.652190079571652	0.648084455020946	0.257067871396346	0.291620187898168	0.515210951637292	0.535711187129719	0.561822959272204	0.40300500731266	0.515210951637292	0	0.50779603876949	0.905161622170992	0.573792791452864	0.652190079571652	0.373020004461962	0.101013856870182	0.159657668377085	0.428261570114772	0.589936417044694	0.00391970947671104	0.652190079571652	0.0480900324731663	0.169179618750155	0.0724387099972732	0.652190079571652	0.205330804888327	0.531162464985994	0.0344779504722243	0.652190079571652	0.919151731489056	0.221375275774026	0.356922857638631	0.905161622170992	0.522046429191146	0.359866512976872	0.918618774943606	0.47906906125282	0.38814419573139	0.652190079571652	0.200490815795345	0.365936640142783	0.897483329615032	0.252367318608859	0.093899506705337	0.0696344909645274	0.118892689819291	0.897483329615032	0.652190079571652	0.59007585335019	0.561649438536477
ZB_20	0.365569601128122	0.293362207896857	0.598928781818746	0.48887639469169	0.293362207896857	0.492023577675739	0.435606450902295	0.479468283075587	0.405827761125202	0.293362207896857	0.299207731640164	0.36928747632353	0.339140126023404	0.49747675709677	0.481117731864412	0.402974278237559	0.21876124311478	0.49747675709677	0.50779603876949	0	0.886672151378034	0.480007589782512	0.293362207896857	0.587648296303248	0.452489935476755	0.5276142934911	0.333273465979972	0.470728799584053	0.50585915019769	0.293362207896857	0.482930132027812	0.407568744895181	0.479959394635049	0.293362207896857	0.38061779132971	0.484838862536089	0.490219864506211	0.293362207896857	0.883583350940207	0.367854698269687	0.595857940544124	0.886672151378034	0.492137948305505	0.59438117107657	0.898890038902174	0.477233034803627	0.579625045344559	0.293362207896857	0.384367345673271	0.591301584348743	0.919381355073361	0.437901377713753	0.456788772467376	0.470956353765966	0.441380231961119	0.919381355073361	0.293362207896857	0.453642524804011	0.397870342708378
