ZB_1	ZB_2	ZB_3	ZB_4	ZB_5	ZB_6	ZB_7	ZB_8	ZB_10	ZB_11	ZB_12	ZB_13	ZB_14	ZB_15	ZB_17	ZB_18	ZB_19	ZB_20	ZB_22	ZB_23	ZB_24	ZB_25	ZB_26	ZB_27	ZB_29	ZB_30	ZB_31	ZB_32	ZB_33	ZB_34	ZB_35	ZB_36	ZB_37	ZB_38	ZB_39	ZB_41	ZB_43	ZB_44	ZB_45	ZB_46	ZB_48	ZB_49	ZB_51	ZB_52	ZB_53	ZB_54	ZB_55	ZB_56	ZB_57	ZB_58	ZB_59	ZB_62	ZB_64
ZB_24	0.628662539861189	0.780601378158279	0.0545206224047833	0.19098956653065	0.686829360588871	0.5572166680574	0.070084182207865	0.164981988942869	0.734806629834254	0.585759976130786	0.55483412867981	0.640453670377501	0.21610146054511	0.395486551077037	0.596757829937473	0.297051613043195	0.371576415279855	0.569404470383618	0.304907379444095	0.506944267568069	0	0.0878389636725245	0.559161927247794	0.665792620553531	0.320418730055925	0.411538790368667	0.489060621429053	0.325733210282924	0.223181606593587	0.476054946764965	0.69716558753455	0.070084182207865	0.156761791792047	0.332196892639443	0.875390026386769	0.185259772509782	0.0417126063111322	0.693651508329581	0.191466555300341	0.0520219943064384	0.76593856966331	0.11140806779817	0.070084182207865	0.070084182207865	0.796787265253954	0.27109272620133	0.453847580951691	0.875390026386769	0.289680857662724	0.587324574010938	0.363414843176359	0.365985469381912	0.802129308556895
ZB_25	0.633984010000925	0.772450161885889	0.0899308171556941	0.169014084507042	0.674644096500314	0.560651516745252	0.0755429749611225	0.205115476693423	0.742321078935489	0.569642168610937	0.539679652333815	0.631637998184846	0.253018307929106	0.397177089536124	0.61227591262093	0.332070136796451	0.395112202572862	0.552650280867021	0.277861781672198	0.512395925910776	0.0878389636725245	0	0.53876355420998	0.657323081241183	0.293976668758364	0.395359457527043	0.493988429674227	0.32338550232369	0.218513619256996	0.485879087123712	0.68595534712432	0.0755429749611225	0.198167256039559	0.34783584094904	0.871072315844044	0.191655817837931	0.0468782088928442	0.684209580730742	0.231000579975898	0.0573556381035421	0.759297645956227	0.11724446313148	0.0755429749611225	0.0755429749611225	0.790524071600961	0.232156477486988	0.445646802359146	0.871072315844044	0.316283806136796	0.571267643967974	0.387256298540513	0.367103944127625	0.814070407817967
ZB_26	0.602807922817163	0.798254679067631	0.523995180327214	0.542464620781617	0.807921376379265	0.0490455019195504	0.519168222644123	0.497521194093533	0.490036008163584	0.732438858519315	0.527345408518854	0.230486212558013	0.489053937457734	0.499899966488774	0.58015109286368	0.434757237072136	0.19856741217744	0.738931735252123	0.578738376476502	0.67408322175569	0.559161927247794	0.53876355420998	0	0.250160886759754	0.579818876976526	0.175447774207209	0.675559508302869	0.275824009982949	0.414316164481421	0.100209484374426	0.73072496508557	0.519168222644123	0.524045566427505	0.268916439034024	0.810890631717523	0.428929166320115	0.538458607263818	0.565118708700081	0.526207575995545	0.535430406050255	0.504484801875632	0.488867569693967	0.519168222644123	0.519168222644123	0.627808174916619	0.375820173258288	0.15609679136074	0.810890631717523	0.310453941280764	0.738065493972289	0.211009357532292	0.485978487266434	0.885000064996685
ZB_27	0.543451411798237	0.824570951707122	0.666853289103816	0.630880617400183	0.746437052602805	0.230492032391105	0.663299925262113	0.627392864131498	0.393306087983349	0.71586801115417	0.369658659924147	0.0938822003297849	0.58324557277821	0.518574995097595	0.610523040504676	0.492435469424314	0.357916375127477	0.703022898382133	0.629389927204913	0.671283899157089	0.665792620553531	0.657323081241183	0.250160886759754	0	0.62474300790315	0.348761323419592	0.680886731095131	0.389021582733813	0.582794660594137	0.299568723606458	0.640889585299407	0.663299925262113	0.627228681391967	0.389800729524636	0.785266663442339	0.597527459795152	0.667959691964158	0.518588714134315	0.594351605976248	0.665640074568063	0.339171311052154	0.631429049697158	0.663299925262113	0.663299925262113	0.548409830515501	0.519885806004378	0.312689080566679	0.785266663442339	0.473210406691453	0.715469910296221	0.393465021949355	0.575489072087502	0.861885844283725
ZB_29	0.630614548707272	0.68364955665173	0.357469923867909	0.206726072663331	0.539171173100605	0.594125082183612	0.347311771592319	0.238546809577587	0.700034395174092	0.434095928657749	0.459822430341803	0.595508286933481	0.316991647528634	0.252083518888451	0.547060596924932	0.319913919607322	0.572935102233076	0.404439796051771	0.0546075261065684	0.454425559669282	0.320418730055925	0.293976668758364	0.579818876976526	0.62474300790315	0	0.566845862342469	0.44792240714207	0.522294378384185	0.395916281506829	0.564336650062662	0.56401781434734	0.347311771592319	0.21845827710828	0.539556887910441	0.825349993159743	0.424292116960218	0.327073777963531	0.588351015246259	0.237153488296104	0.31994858742868	0.693619917757849	0.376753995188088	0.347311771592319	0.347311771592319	0.726937399002319	0.406892960009654	0.542853366490763	0.825349993159743	0.517280415184848	0.42447685678446	0.567388650698242	0.2040813671626	0.775373505723195
ZB_30	0.632801764746433	0.824783272184162	0.375882519697795	0.492126180168198	0.800390086876661	0.197124824208002	0.369464611244209	0.478023065881305	0.521556822345809	0.742920405009572	0.58949733989508	0.281286962007115	0.41464138989259	0.500267263631587	0.608427923727451	0.411997768108247	0.0459247726485265	0.725545356296355	0.556959177709851	0.685734230703223	0.411538790368667	0.395359457527043	0.175447774207209	0.348761323419592	0.566845862342469	0	0.649343902631347	0.121938460835599	0.334259538412387	0.134869062535724	0.766133408784144	0.369464611244209	0.508470839164301	0.107168546340404	0.835757654469301	0.28249178300776	0.389026280737006	0.594407054032367	0.479031016995676	0.395636242959299	0.569642799163238	0.338737833623523	0.369464611244209	0.369464611244209	0.676749708942313	0.295710076067341	0.108506003959843	0.835757654469301	0.159368770614625	0.736967341240207	0.0851941515977925	0.495623272494689	0.873880413557026
ZB_31	0.723050542394318	0.741136562996191	0.516250239245696	0.516671334358947	0.725289307703053	0.667541869008801	0.508788319973269	0.557403115301069	0.607057136622923	0.422028398773554	0.532806122677062	0.706923096337801	0.578182390421439	0.531018124790313	0.600092787889462	0.579835379966783	0.675867220439809	0.619652889091458	0.458523072765354	0.582682030975792	0.489060621429053	0.493988429674227	0.675559508302869	0.680886731095131	0.44792240714207	0.649343902631347	0	0.63812059632509	0.551439979610908	0.695804897868551	0.469863279827096	0.508788319973269	0.534480911122677	0.65097162294101	0.791533763703067	0.565477303574122	0.493938829777892	0.57608349162682	0.533479233321484	0.488716094160903	0.649927838357922	0.53043138149639	0.508788319973269	0.508788319973269	0.682910135888533	0.59044488328278	0.6299209900234	0.791533763703067	0.634391083229284	0.420544960754469	0.671725998555345	0.534708379940163	0.640332544081271
ZB_32	0.660975344846312	0.843755111752197	0.322190634422497	0.424782922480757	0.779859478787538	0.29738465662215	0.314558022257568	0.433932681065781	0.505454991317055	0.708813652093623	0.637947242206235	0.372479901912976	0.364814313489036	0.423612372209846	0.58436504420903	0.32624619972892	0.106008222548441	0.697316694503201	0.511390812153269	0.653410849342538	0.325733210282924	0.32338550232369	0.275824009982949	0.389021582733813	0.522294378384185	0.121938460835599	0.63812059632509	0	0.306385716739194	0.225006668474813	0.784118806104462	0.314558022257568	0.434072054899929	0.102388558170336	0.84446268335527	0.256895509877879	0.299553599816861	0.584056912074548	0.449926617224717	0.306950361825789	0.57466049924473	0.336870799409539	0.314558022257568	0.314558022257568	0.672900704144292	0.291263311038328	0.163252131882673	0.84446268335527	0.16456905827057	0.70991347228581	0.145070921106329	0.452689210627724	0.860908553787602
ZB_33	0.589488500811146	0.790381658748848	0.17496493581962	0.238492911873057	0.721620808657768	0.43651730608212	0.188728957688715	0.20666992260147	0.695493621425733	0.631779648682478	0.584091259890905	0.543215628691507	0.215241018477675	0.455483222232817	0.639604812204263	0.364684494914552	0.32042720928035	0.617241145097177	0.382128152300124	0.581815282561551	0.223181606593587	0.218513619256996	0.414316164481421	0.582794660594137	0.395916281506829	0.334259538412387	0.551439979610908	0.306385716739194	0	0.385285509952087	0.729399405634388	0.188728957688715	0.250440683228809	0.278109801484351	0.804436194311603	0.114709855567524	0.214912240669581	0.635452608077938	0.258147073341738	0.223759671172528	0.785671332601903	0.220776678034255	0.188728957688715	0.188728957688715	0.735538867464989	0.264520955169758	0.335208268580415	0.804436194311603	0.233468851194283	0.633170428780739	0.311744774517556	0.311842436446011	0.840540885317005
ZB_34	0.59140989216843	0.811547930546791	0.465378018120372	0.516090292190379	0.785312157803758	0.0900198525523998	0.459956649309953	0.438652404298041	0.522808605258228	0.742324438167931	0.558489210607054	0.226997553024048	0.400440714631346	0.470082254561623	0.572312302033183	0.397653633405125	0.139950249970598	0.704813882659895	0.553922299121266	0.695028110867021	0.476054946764965	0.485879087123712	0.100209484374426	0.299568723606458	0.564336650062662	0.134869062535724	0.695804897868551	0.225006668474813	0.385285509952087	0	0.74846783386505	0.459956649309953	0.471351630853688	0.210299276827182	0.823351284475297	0.374189976441792	0.479247033929648	0.593186671422917	0.468324525365997	0.475830341973868	0.537134917922789	0.429655996359797	0.459956649309953	0.459956649309953	0.652332359697982	0.355354488285585	0.164338051038296	0.823351284475297	0.251836779073922	0.743375048254766	0.15239219532545	0.464916952937555	0.89239048195966
