 OTUID	FS0916	CS0908	QQ0718	CS0617	JZ0520	JZ0701	FS0610	FS0702	QH0615	BJ0815	BJ0613	FS0617	FS0716	WZ0519	WZ0728	QH0720	BJ0718	QQ0627	QH0714	CS0715	WZ0630	FS0729	QH0518	QH0601	QQ0829	JZ0729	CS0701	BJ0606	WZ0811	WZ0825	FS0819	QQ0801	WZ0602	BJ0704	WZ0616	QH0525	FS0527	JZ0715	JZ0916	JZ0617	QH0803	JZ0603	CS0825	QH0817	CS0520	BJ0530	CS0527	BJ0516	QQ0615	WZ0714	QQ0913	QQ0815	BJ0919	QQ0926	JZ0527	WZ0505	JZ0819	QQ0710	BJ0801	FS0520	WZ0915	CS0603	QH0629	CS0917
OTU_30	2479	6	16	3	0	8	682	168	4	3	3	104	209	0	17	17	1	35	28	6	9	221	29	73	111	11	3	2	54	80	1023	43	0	3	0	22	6	7	3	2	3	653	0	5	0	4	4	1	26	17	107	69	2	113	373	0	0	7	6	619	16	0	28	10
OTU_38	0	252	17	1914	3	49	1	0	0	193	539	0	0	0	0	0	0	35	0	2127	0	0	0	1	233	0	957	203	0	0	0	28	0	245	0	0	1	57	24	8	0	0	323	0	316	428	1953	141	10	0	42	113	24	209	0	0	16	11	123	0	0	911	0	245
OTU_94	0	1	209	1	44	131	0	0	1	14	162	1	0	4	0	0	78	252	0	0	0	0	0	0	81	13	4	144	0	0	0	189	20	30	0	0	228	28	9	267	0	0	0	0	3	39	9	109	81	1	239	73	312	101	0	0	11	146	59	0	0	2	0	0
OTU_60	2	44	188	902	0	0	0	0	0	1	16	0	0	0	0	0	13	188	0	342	0	1	0	0	279	2	621	14	0	0	1	627	0	1	1	0	0	3	7	1	1	1	81	0	277	6	299	2	138	0	367	182	15	243	0	0	3	77	22	1	0	274	0	134
OTU_28	0	0	2	0	991	0	91	16	0	0	0	1	0	0	70	1	0	0	0	0	1147	0	0	50	0	3	1	227	5	183	0	1	16	3	600	0	0	924	0	1348	0	679	0	0	0	2	0	530	0	0	0	0	31	2	0	5	1645	0	6	0	520	0	0	0
OTU_36	0	4	0	3	271	1322	1	0	2	60	40	0	0	0	0	0	93	0	0	2	11	1	0	0	0	1387	7	51	0	0	0	0	5	52	353	0	1227	1691	3	500	0	0	3	0	1	28	3	33	0	0	0	1	26	0	0	0	86	0	138	0	0	2	0	9
OTU_67	0	0	0	0	171	0	499	0	0	0	0	0	0	0	1261	0	0	0	0	0	77	0	0	495	0	1	0	123	181	75	0	0	2	0	107	0	0	223	0	164	0	0	0	3	18	103	0	344	0	3	0	59	0	0	0	0	310	0	0	0	44	0	0	0
OTU_19	1119	8	21	22	1	8	2835	312	2	2	7	252	194	0	321	1	7	80	8	12	85	289	1	16	105	12	7	14	487	808	692	29	5	4	24	11	6	9	9	4	3	1754	3	1	0	13	11	7	71	436	78	72	8	64	1338	0	3	16	12	3329	107	1	6	10
OTU_27	0	0	3749	0	59	0	33	92	5600	1	0	299	0	0	0	519	0	0	1	0	0	14	20	64	2489	0	0	619	0	0	2	0	0	22	3	0	0	0	0	0	1235	1144	0	799	1	144	0	2	1047	0	0	1460	4317	4213	3	0	0	1529	0	0	1	2459	4697	0
OTU_15	644	201	595	1289	1	0	162	826	0	0	0	622	992	0	1	0	0	1062	0	1282	2	595	1	3	350	1	1403	5	1	0	424	495	0	0	0	1	0	0	1	0	2	217	375	0	334	0	631	0	740	0	547	346	0	359	220	0	0	350	0	92	0	470	0	718
OTU_754	654	3	65	0	0	0	12	215	1920	0	0	111	602	0	0	1247	0	66	4695	4	1	1300	1804	619	97	4	1	1	1	1	1623	113	0	0	2	3959	0	2	33	1	530	14	1	1026	0	0	1	0	52	0	74	94	0	55	3	0	2	30	0	18	7	2	1870	4
OTU_202	0	10	0	4	6	0	2	0	0	7886	11	2	0	0	111	2	8	1	2	4	54	0	3	0	0	3	1	0	22	6	0	214	3	39	0	0	7	0	0	0	1	0	1	1	1	486	0	3	0	65	20	456	4	0	1	6	0	85	0	1	0	13	5	2
OTU_273	0	67	1	31	0	0	0	0	3	17	18	0	0	0	0	46	33	0	2	22	0	0	2	1	0	0	4	11	0	0	0	0	0	8	0	3	0	0	0	0	42	0	34	0	7	16	42	4	0	0	0	0	0	0	0	0	0	0	1	0	0	10	4	19
OTU_29	0	219	15	281	58	361	0	0	3	470	539	0	0	1	0	27	733	74	16	225	0	0	16	9	38	240	239	1353	0	0	0	41	8	522	2	11	169	201	61	121	4	0	162	5	67	1280	412	1102	15	0	62	105	566	122	0	1	75	10	581	0	0	189	3	255
OTU_46	1	46	1	1	448	0	169	0	0	3	0	5	0	0	27	0	0	0	0	0	2	0	0	114	0	0	0	96	44	1313	0	0	11	0	528	0	1	364	0	786	0	83	0	0	1249	3	8	56	2	1	0	73	2	1	2	5	855	18	6	465	492	0	0	0
OTU_152	150	0	0	1	0	4	805	1443	6	1	0	1816	934	0	0	3	0	0	0	0	1	252	0	1	0	9	0	0	0	0	201	0	3	0	2	1	1	5	13	1	0	1284	0	0	0	2	0	0	0	0	0	1	2	0	1580	0	7	0	0	484	1	0	4	0
OTU_105	718	123	100	645	0	0	198	815	0	0	0	651	1035	0	1	0	0	86	3	671	0	526	7	1	105	1	629	1	0	0	434	98	0	0	0	5	0	0	0	0	5	234	262	1	165	0	360	0	43	0	123	109	0	73	216	0	1	49	0	80	0	213	1	554
OTU_596	0	0	0	0	0	0	0	0	0	0	0	0	0	27	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	12	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0
OTU_69	0	0	0	0	102	142	0	0	0	0	0	0	0	821	1	0	0	0	0	0	53	0	0	0	0	48	0	0	0	2	0	0	456	0	158	0	86	31	0	90	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1078	2	0	0	0	117	0	0	0
OTU_21	14	127	0	344	0	0	5	109	1	0	0	25	51	0	708	0	0	0	0	1173	2031	84	0	1	0	3	668	0	1042	159	65	0	0	0	22	0	0	784	2796	0	0	18	279	0	209	0	887	0	0	1218	0	1	0	0	3	1	1887	0	0	29	29	522	0	344
OTU_100	0	91	37	224	0	8	1	2	10	0	15	1	2	0	0	15	3	53	20	304	0	2	23	7	38	47	239	6	0	0	1	58	0	0	0	16	0	44	186	0	44	4	185	6	92	2	178	3	32	0	60	20	0	40	2	0	199	24	1	4	0	163	7	357
OTU_164	0	0	36	0	0	0	0	11	64	0	0	7	0	0	0	21	0	0	0	0	0	1	4	467	20	54	0	0	0	0	0	0	0	0	0	21	0	0	0	0	50	5	0	0	0	0	0	0	277	0	0	17	0	0	0	0	0	33	0	0	0	0	163	0
OTU_315	91	0	2	0	0	0	7	6	0	1	2	6	11	0	0	0	1	5	0	0	0	13	0	0	1	0	0	5	0	4	28	4	0	5	0	0	0	0	0	0	0	11	0	0	0	3	0	2	0	1	2	1	1	2	8	0	0	2	4	21	1	0	0	1
OTU_3	0	2	14	1	0	0	0	0	0	3082	1892	0	0	0	1	0	6865	0	8	0	0	0	1	0	0	20	0	2874	0	0	0	1	0	7924	0	0	0	0	0	0	0	0	0	0	0	3026	1	3598	0	0	0	2	1237	3	0	0	0	0	2519	0	0	1	0	0
OTU_84	0	27	3	55	3	81	0	0	0	70	421	0	0	0	0	0	192	0	0	63	0	0	0	0	0	138	114	375	0	0	0	1	2	56	1	0	15	187	120	94	0	0	8	0	29	126	54	132	0	1	0	0	549	1	0	0	143	0	514	0	0	60	0	103
OTU_348	0	0	0	0	0	0	0	0	0	0	0	0	0	39	5	0	0	0	1	0	40	0	0	0	0	0	0	0	4	2	0	0	40	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	46	0	0	0	0	59	0	0	0
OTU_11	5	31	684	96	233	855	2	1	3	66	81	1	4	43	51	1	98	1549	1	70	413	1	0	6	1999	414	143	129	199	75	6	2035	268	77	500	2	225	1259	245	482	2	1	46	0	35	263	97	71	1601	359	1495	849	33	781	0	0	132	556	157	5	141	65	3	40
OTU_22	1	0	0	0	13	1	0	0	0	0	0	0	0	1984	135	0	0	0	0	0	802	0	0	0	0	0	0	0	216	103	0	0	1290	0	532	0	1	1	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	2802	3	0	0	0	601	0	0	0
OTU_44	258	9	121	160	25	203	415	338	0	1	4	364	732	0	0	0	0	207	1	51	2	233	0	1	215	253	59	2	0	0	304	63	0	0	0	0	40	146	390	27	0	173	5	0	0	0	14	0	10	0	105	52	0	106	208	0	178	45	0	177	2	31	0	20
OTU_559	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_45	15	279	2633	0	1067	0	0	3554	22	0	2	109	0	0	169	35	0	0	1	0	7	509	1	2113	1181	294	1	34	513	1054	78	2786	7	54	1035	157	1842	713	0	1774	378	393	0	10486	0	57	0	757	5193	62	0	443	1073	13	417	0	20	6208	1	51	842	0	390	1
OTU_324	0	0	0	0	547	406	0	0	2	1	0	0	0	379	7	0	1	0	0	2	59	0	0	0	0	343	3	1	2	3	0	0	260	3	86	0	290	149	24	417	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	460	32	0	1	2	44	0	0	0
OTU_338	4	0	0	7	11	11	54	5	53	1	4	2	1	89	0	24	0	2	54	3	6	1	133	47	16	2	2	3	9	3	2	3	75	0	49	57	23	4	4	2	9	14	0	3	0	0	4	1	0	10	24	14	0	7	21	3	3	0	1	59	10	4	36	9
OTU_4	7	7476	3	0	3250	0	1527	53	49	0	2	3970	0	0	1	0	0	1	1	0	0	0	2	15	1	1	2	0	4	876	0	27	25	0	51	3	18	0	0	48	9	274	0	0	3	1269	5	1	388	2	0	76	1	4	104	0	0	192	0	1285	2334	4961	333	18
OTU_18	0	0	0	0	48	41	0	0	0	0	0	0	0	172	10	0	0	0	0	0	7	1	0	0	0	19	0	0	44	20	0	0	120	0	108	0	84	8	1	43	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	135	2	0	0	0	9	0	0	0
OTU_520	0	0	24	0	0	0	0	0	0	1	0	0	1	0	0	0	2	34	0	3	0	1	0	0	8	0	2	7	0	1	0	27	0	4	0	0	0	1	0	1	0	0	1	0	0	1	0	5	1	0	13	3	0	9	1	0	0	3	0	0	0	0	0	0
OTU_411	0	2	0	0	0	0	0	0	54	0	0	0	0	0	0	1590	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	39	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	76	0
OTU_1098	41	3	231	0	1	2	25	2349	101	27	0	2500	5247	0	0	8	0	0	16	0	0	6909	2	192	103	1	0	45	0	0	4151	437	0	4	0	140	0	2	0	0	12	527	0	9	9	168	0	31	145	0	3	467	68	11	4	0	1	90	91	60	1	4	457	0
OTU_2338	7	113	17	293	1583	3465	0	1	84	160	71	0	0	1949	186	121	299	40	54	206	798	0	57	116	46	2489	118	183	861	134	0	18	1418	320	2460	56	3996	1678	506	2133	275	0	128	15	39	414	562	70	8	1403	68	52	94	68	1	1187	690	10	133	2	94	169	180	148
OTU_127	283	1	0	0	0	0	24	58	0	0	0	96	162	0	0	34	0	0	9	0	0	74	5	7	0	0	0	0	1	0	185	0	0	0	0	10	0	0	13	0	32	59	0	1	0	0	0	0	0	0	0	0	0	0	129	0	3	0	0	50	1	0	14	0
OTU_216	0	0	0	0	2	0	0	0	113	0	0	0	0	0	0	225	0	0	34	0	0	0	7	23	0	0	0	0	0	0	0	0	1	0	0	23	0	0	0	0	28	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0
OTU_90	0	0	1	60	0	1	109	10	0	232	78	2	1	1	4	1	45	0	0	22	217	3	0	0	0	32	43	188	4	1	0	0	16	16	57	0	0	77	1	7	1	14	0	0	85	38	129	195	0	28	0	2	100	3	705	0	0	1	551	145	16	52	0	1
OTU_1	5	0	3915	0	0	1	1	1	555	733	1658	5	0	0	0	1012	1518	3401	1331	1	1	3	1409	564	1678	1274	0	1187	1	2	7	3972	0	656	0	1633	0	64	7349	0	1083	0	0	655	0	599	0	731	3244	0	3000	1790	1067	2623	1	0	4392	3155	3123	1	1	1	955	2
OTU_74	377	21	21	20	0	0	129	122	1	3	6	51	71	0	130	1	9	19	0	3	2	85	0	1	18	0	4	6	243	343	296	28	0	6	0	4	0	0	0	0	0	188	2	1	2	2	27	9	4	72	11	15	3	15	235	0	0	17	1	178	47	5	3	46
OTU_55	0	8	1	0	167	0	2	0	53	0	0	7	0	0	0	1	0	0	1	0	0	0	27	58	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	95	4782	1747	18	418	1483	0	0	1	0	1	2	0	1	1	0	1	4	130	191	0
OTU_114	35	10	0	2	0	9	133	96	67	0	0	229	34	0	41	20	0	2	106	7	3	35	85	39	0	13	4	0	28	30	27	1	0	0	0	95	1	10	88	5	7	65	7	47	2	0	3	0	0	26	1	3	0	1	93	0	65	0	0	82	15	8	157	24
OTU_119	1	0	0	0	868	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_64	0	0	8	1	0	1	1	2	400	0	0	1	1	0	1	229	0	19	677	5	1	2	752	1920	21	0	1	2	0	0	0	5	0	0	0	281	0	1	0	1	140	1	0	116	0	0	4	0	12	0	3	4	0	5	0	0	0	1	2	2	1	4	178	0
OTU_556	1	4	7	32	1112	972	5	12	2	12	28	2	1	763	22	0	112	23	2	14	189	0	0	1	6	1000	18	109	6	7	1	11	495	262	204	1	737	408	76	921	0	5	5	0	2	49	45	50	4	28	10	1	0	13	2	393	146	4	10	3	83	17	0	5
OTU_25	1	0	1	0	355	611	1	0	0	834	841	0	0	427	7	0	0	0	0	0	122	0	0	0	0	0	0	717	40	13	1	0	341	1035	69	0	215	177	41	367	0	0	0	0	0	1054	3	198	0	90	0	3	385	4	0	776	11	0	879	1	252	0	0	0
OTU_43	10	0	0	0	1	0	0	0	1	0	3	0	0	0	1602	0	0	0	1	0	16	0	2	1	0	0	0	2	1273	1169	0	0	0	1	2	5	0	0	0	0	131	0	0	4	0	0	0	2	0	1254	0	1	0	0	0	1	0	0	0	0	438	0	0	0
OTU_451	0	0	0	0	58	8	0	0	0	0	0	0	0	826	5	0	0	0	0	0	147	0	0	0	1	0	0	0	13	6	0	0	505	0	29	0	20	5	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	312	0	0	0	0	57	0	0	0
OTU_104	74	55	0	439	1	0	410	610	0	0	0	558	178	0	0	0	0	0	0	644	0	418	0	1	0	0	721	0	0	0	160	0	0	0	0	2	0	0	0	0	0	1055	132	0	153	0	102	0	0	0	1	0	0	0	1877	0	0	0	0	957	0	209	0	506
OTU_2116	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_14	46	0	61	0	0	9	2	16	1470	11	5	10	65	2	5	1436	0	36	1443	2	6	131	3271	1470	105	0	0	1	19	28	66	148	2	39	5	1440	0	0	5	1	1565	5	1	675	0	7	0	0	12	4	183	282	1	315	2	3	1	10	10	1	4	0	1360	3
OTU_536	1389	39	197	76	1	5	193	54	112	6	31	29	26	0	1249	551	24	192	582	66	54	78	259	605	556	7	52	81	1381	3714	304	199	1	16	20	481	1	15	17	0	338	227	38	74	4	47	22	40	180	1111	224	230	13	155	265	0	6	85	90	197	545	8	546	70
OTU_40	279	0	1	13	0	2	33	490	2859	0	1	294	1146	1	3	4261	3	10	3085	10	3	840	4534	2832	0	34	7	1	1	0	1275	3	0	0	6	4294	0	2	39	0	2121	30	0	1995	34	0	174	0	0	3	2	7	1	380	6	0	16	0	0	29	0	34	2941	0
OTU_174	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	493	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	48	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0
OTU_545	2	158	0	488	78	83	0	0	0	163	10	0	0	95	1	0	83	0	0	626	17	0	0	0	0	98	848	16	1	3	0	0	65	246	25	0	58	34	3	88	0	0	201	0	49	12	247	2	0	3	0	1	39	1	0	129	11	0	64	0	11	139	1	117
OTU_155	188	0	0	0	0	0	0	4	624	0	0	1	66	0	0	211	0	0	114	0	0	64	199	6	0	0	0	0	0	0	19	1	0	0	0	111	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
OTU_16	1	0	0	0	422	989	2	2	1	0	1	1	2	621	1691	1	0	6	0	0	1377	0	0	1	0	1254	0	0	1379	457	1	2	577	0	648	0	419	366	294	771	0	1	0	0	0	2	3	0	0	622	5	8	0	7	1	259	305	0	0	2	814	0	0	0
OTU_8	5	3050	0	120	0	0	0	0	0	0	0	0	0	0	1112	0	0	0	0	1055	98	0	0	0	1	0	346	0	3018	1686	0	0	1	0	1	0	0	2	1	0	0	0	9101	0	32	0	114	0	0	562	0	0	0	0	0	2	2	0	0	1	2611	138	0	4234
OTU_88	57	0	1	0	0	0	0	0	26	0	0	2	0	0	0	238	0	0	596	0	0	179	283	5	0	0	0	0	0	0	267	2	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0
OTU_240	1	5	1	11	299	420	0	0	1	37	30	0	0	362	36	1	40	1	0	3	10	0	0	0	1	24	6	87	18	16	0	0	1323	20	737	0	809	89	2	219	0	1	6	0	0	61	8	69	0	51	1	3	19	1	0	170	12	0	32	0	130	4	0	8
OTU_750	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	67	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	8	0
OTU_37	39	101	12	266	3	31	228	112	5	7	101	31	13	1	425	4	25	14	1	1056	89	139	1	1	22	39	847	39	518	612	122	10	19	13	128	0	17	46	19	18	16	63	179	1	43	26	334	33	4	513	17	9	129	4	340	0	19	3	125	379	48	1102	23	911
OTU_204	0	0	0	0	6	14	0	0	0	2	1	0	0	180	0	0	0	0	0	0	17	0	0	0	0	0	0	0	2	0	0	0	58	1	19	0	1	2	0	6	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	166	0	0	5	0	69	0	0	0
OTU_274	119	0	47	0	6	146	100	6	0	2	20	10	10	25	201	1	7	57	0	2	37	5	0	0	74	48	0	17	17	20	35	66	210	9	347	0	178	292	41	24	0	121	0	0	0	22	0	16	77	587	81	53	32	34	166	0	17	29	69	131	63	0	0	0
OTU_3612	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0
OTU_83	0	0	0	0	0	0	555	3	0	0	0	44	0	0	0	8	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	434	0	1	0	0	0	0	0	1	0	0	0	0	1173	0	0	0	0	5	0	0	0	0
OTU_253	9	5	0	4	4	9	10	41	0	21	6	28	41	3	2	0	16	0	0	3	1	17	0	0	0	24	6	17	0	0	15	0	2	72	0	0	7	3	3	5	1	12	7	0	1	23	6	26	0	0	0	0	3	0	6	2	3	0	13	4	0	0	0	7
OTU_137	150	0	396	0	0	0	19	19	1	5	3	5	16	0	1	1	0	2369	0	0	1	19	5	0	2393	0	0	10	3	0	18	976	3	2	0	0	0	1	14	1	6	12	0	0	0	1	0	0	477	0	1750	1814	0	1821	8	1	1	407	3	13	0	0	0	0
OTU_13	221	33	3	42	14	1121	727	409	198	3	6	164	268	6	552	396	7	20	281	10	414	389	392	390	7	1809	29	13	385	63	488	9	64	6	550	311	93	762	878	208	349	294	13	245	12	17	85	25	2	1073	11	13	2	43	168	0	640	1	4	794	13	20	321	52
OTU_905	164	7	11	17	18	142	377	204	4	38	651	177	93	4	0	23	185	12	3	1	13	91	5	10	49	124	3	268	3	0	78	7	3	65	4	1	13	150	86	18	4	466	3	0	0	116	1	144	1	0	32	31	121	9	777	2	43	2	293	224	20	4	2	38
OTU_157	161	0	0	1	0	1	543	357	0	0	0	316	297	0	52	0	0	1	0	0	35	197	1	1	0	4	0	0	306	265	262	0	2	0	7	0	0	8	5	1	2	303	0	0	0	0	0	0	0	73	0	0	0	0	195	0	0	0	0	891	217	1	0	0
OTU_76	123	31	23	5	23	20	221	120	43	19	239	76	21	0	1	107	74	34	24	9	24	30	35	35	98	23	3	105	1	0	23	16	7	26	39	18	50	15	16	92	54	235	20	1	2	23	4	58	3	0	74	49	134	29	511	0	14	14	192	271	1	3	35	202
OTU_35	32	27	144	115	119	267	122	77	27	89	75	41	61	106	651	56	154	336	30	170	474	59	51	91	237	217	114	109	601	167	44	140	205	100	352	17	116	174	153	165	36	56	30	6	63	209	223	89	79	394	200	422	14	290	11	18	80	89	22	134	162	82	23	26
OTU_92	969	47	27	5	0	0	0	19	15	0	0	7	48	0	0	28	0	47	55	1	0	42	74	35	45	0	1	0	0	0	74	9	0	0	0	39	0	0	0	0	31	0	52	0	7	0	16	0	0	0	26	57	0	160	0	0	0	9	0	0	0	0	9	170
OTU_144	675	20	61	34	4	46	608	257	1	31	226	181	172	0	157	4	100	55	5	10	19	173	2	15	4	18	17	90	103	218	233	43	28	38	272	4	44	92	148	37	4	445	2	3	1	41	16	72	8	280	101	41	424	8	462	0	24	35	243	414	19	8	13	65
OTU_183	1	85	36	113	15	9	0	0	18	1	10	2	0	4	12	65	7	24	27	152	195	0	27	23	26	70	137	11	18	8	0	34	26	7	64	63	28	38	111	17	66	0	119	24	75	3	80	5	6	50	54	21	2	29	0	3	74	12	13	0	10	70	39	363
OTU_445	2	587	456	2008	1	0	144	389	4	0	0	620	1107	0	2	0	0	566	4	2347	0	42	1	1	238	82	4687	7	0	0	20	431	0	0	0	1	1	0	65	2	1	209	2097	28	2107	0	4286	0	65	0	1059	427	0	405	90	0	84	381	0	211	0	2179	0	776
OTU_149	27	27	38	10	3	29	73	36	15	23	103	42	26	1	0	5	53	140	15	9	1	14	22	55	398	14	3	117	0	0	36	136	5	34	0	18	7	44	31	11	3	59	6	6	2	216	4	13	149	0	288	235	41	344	23	0	13	58	123	98	0	3	11	81
OTU_103	57	0	0	0	0	0	162	271	10	0	0	246	214	0	0	13	0	0	4	0	0	121	1	3	0	0	0	0	0	0	152	0	0	0	0	6	0	0	1	0	7	150	0	6	0	0	0	0	0	0	0	0	0	0	184	0	1	0	0	245	0	0	5	0
OTU_370	175	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3187	0	0	0	0	5	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	15	0	1	0	6	3	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	2	0	0	0	1	0	0	0
OTU_126	1	77	326	133	0	268	0	0	1	14	412	0	0	0	211	594	3	274	0	305	29	0	1	87	829	1	84	124	12	0	1	342	1	5	172	0	32	636	16	309	206	0	9	0	14	72	93	45	125	22	340	587	176	191	0	0	0	168	26	0	14	51	411	269
OTU_258	0	4	0	1	45	36	0	0	2	0	6	0	0	0	0	11	5	0	1	3	0	0	12	2	1	71	3	8	0	0	0	2	0	1	0	2	44	46	65	31	20	0	4	2	4	1	8	6	1	0	2	0	18	1	0	0	43	0	44	0	0	2	3	13
OTU_1478	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	2	1	0	0	0
OTU_65	0	1173	3	86	1	36	0	0	0	48	110	0	0	0	0	1	111	0	0	162	0	0	0	1	0	56	185	139	0	0	0	0	0	74	2	0	15	29	20	12	0	0	934	0	66	84	148	135	0	0	0	4	60	0	0	0	25	0	127	0	0	37	0	1422
OTU_309	1	70	7	169	231	552	0	0	32	77	40	0	1	11	13	18	139	13	22	158	44	0	28	56	13	356	112	82	21	0	0	7	8	152	55	23	667	224	81	355	19	0	114	1	25	171	246	39	4	75	29	30	41	21	0	5	83	2	67	0	0	74	66	116
OTU_128	0	0	0	0	1	0	0	0	6	2	0	0	1	0	0	305	0	0	0	0	0	0	32	406	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	316	0	1	1	0	0	0	0	0	0	1	0	0	0	2	4	0	0	0	0	0	15	1
OTU_263	1	14	1	36	7	13	0	0	3	112	21	0	0	12	1318	29	486	1	14	76	1	0	8	2	0	24	88	137	217	176	0	0	10	1315	3	14	14	0	0	18	62	0	13	64	6	76	24	20	0	37	0	1	4	0	0	3	2	0	101	0	58	10	4	9
OTU_1634	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	45	0	0	0	0	0	0	0	61	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	17	0	0	0
OTU_85	322	0	0	0	0	1	0	0	156	0	0	0	0	0	0	29	0	0	383	0	0	388	147	40	0	0	0	0	0	0	560	0	0	0	0	342	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0
OTU_472	0	45	138	19	0	0	4	24	4	0	0	105	355	0	0	0	0	159	2	175	0	0	1	2	34	107	9	1	0	0	0	53	0	0	0	4	0	0	11	0	28	16	233	453	135	0	91	0	4	0	111	45	0	14	1	0	25	120	0	0	0	51	2	35
OTU_130	0	0	1	0	0	0	185	167	0	0	0	0	63	0	0	3	0	0	125	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	76	0	2	0	1	441	299	0	2	0	0	0	0	0	0	0	0	0	0	42	0	1	2	0	1	0	0	1	2
OTU_521	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	26	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	12	0	0	0
OTU_79	64	6	2	15	0	6	29	14	0	22	23	7	3	0	323	3	30	10	1	3	49	8	0	2	4	4	4	25	457	649	12	2	0	11	26	1	2	4	5	3	1	42	1	0	1	39	5	5	4	411	12	7	105	4	20	0	3	3	120	27	91	0	5	17
OTU_514	0	0	0	0	1	0	0	1	89	123	0	0	0	0	1	12	0	0	9	0	0	1	56	14	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	7	0	0	45	0	22	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	35	0
